account_id,month,plan,arpu_usd,support_tickets,churned
A009838,2026-03,Month-to-month,54.35,1,0
A009839,2026-03,Month-to-month,62.89,3,0
A009840,2026-03,Month-to-month,70.09,3,0
A009841,2026-03,Month-to-month,71.48,0,0
A009842,2026-03,Month-to-month,55.61,1,0
A009843,2026-03,Month-to-month,53.63,5,0
A009844,2026-03,Month-to-month,62.06,0,0
A009845,2026-03,Month-to-month,49.05,2,0
A009846,2026-03,Month-to-month,68.83,1,0
A009847,2026-03,Month-to-month,84.76,1,0
A009848,2026-03,Month-to-month,55.23,3,0
A009849,2026-03,Month-to-month,73.08,4,0
A009850,2026-03,Month-to-month,88.07,3,0
A009851,2026-03,Month-to-month,90.55,4,0
A009852,2026-03,Month-to-month,89.73,4,0
A009853,2026-03,Month-to-month,81.51,3,1
A009854,2026-03,Month-to-month,49.83,0,0
A009855,2026-03,Month-to-month,60.81,1,0
A009856,2026-03,Month-to-month,83.26,4,0
A009857,2026-03,Month-to-month,52.23,3,0
A009858,2026-03,Month-to-month,59.21,1,0
A009859,2026-03,Month-to-month,70.7,0,0
A009860,2026-03,Month-to-month,84.84,3,0
A009861,2026-03,Month-to-month,72.25,1,0
A009862,2026-03,Month-to-month,75.29,0,0
A009863,2026-03,Month-to-month,57.86,3,0
A009864,2026-03,Month-to-month,69.44,3,0
A009865,2026-03,Month-to-month,67.62,1,0
A009866,2026-03,Month-to-month,96.52,0,0
A009867,2026-03,Month-to-month,65.44,3,0
A009868,2026-03,Month-to-month,71.82,3,0
A009869,2026-03,Month-to-month,62.17,3,1
A009870,2026-03,Month-to-month,64.07,2,0
A009871,2026-03,Month-to-month,61.61,3,1
A009872,2026-03,Month-to-month,67.17,0,0
A009873,2026-03,Month-to-month,70.98,2,0
A009874,2026-03,Month-to-month,69.1,5,0
A009875,2026-03,Month-to-month,42.14,4,0
A009876,2026-03,Month-to-month,77.42,2,0
A009877,2026-03,Month-to-month,93.96,1,0
A009878,2026-03,Month-to-month,63.05,3,0
A009879,2026-03,Month-to-month,70.51,4,0
A009880,2026-03,Month-to-month,71.03,1,0
A009881,2026-03,Month-to-month,61.65,0,0
A009882,2026-03,Month-to-month,81.57,3,0
A009883,2026-03,Month-to-month,69.86,3,0
A009884,2026-03,Month-to-month,79.62,2,0
A009885,2026-03,Month-to-month,63.54,1,0
A009886,2026-03,Month-to-month,76.82,5,0
A009887,2026-03,Month-to-month,89.01,3,0
A009888,2026-03,Month-to-month,75.0,3,0
A009889,2026-03,Month-to-month,64.97,4,0
A009890,2026-03,Month-to-month,57.83,0,0
A009891,2026-03,Month-to-month,52.94,1,0
A009892,2026-03,Month-to-month,33.78,2,0
A009893,2026-03,Month-to-month,81.29,3,0
A009894,2026-03,Month-to-month,69.94,1,0
A009895,2026-03,Month-to-month,82.2,1,0
A009896,2026-03,Month-to-month,68.09,0,0
A009897,2026-03,Month-to-month,74.51,1,0
A009898,2026-03,Month-to-month,60.77,3,0
A009899,2026-03,Month-to-month,43.75,2,0
A009900,2026-03,Month-to-month,63.85,0,0
A009901,2026-03,One-year,60.36,2,0
A009902,2026-03,One-year,69.84,4,0
A009903,2026-03,One-year,69.04,3,0
A009904,2026-03,One-year,83.15,3,0
A009905,2026-03,One-year,81.14,2,0
A009906,2026-03,One-year,53.09,2,0
A009907,2026-03,One-year,82.11,3,0
A009908,2026-03,One-year,87.76,2,0
A009909,2026-03,One-year,90.48,2,0
A009910,2026-03,One-year,74.07,4,0
A009911,2026-03,One-year,64.61,3,0
A009912,2026-03,One-year,92.84,2,0
A009913,2026-03,One-year,76.41,4,0
A009914,2026-03,One-year,79.56,2,0
A009915,2026-03,One-year,70.47,1,0
A009916,2026-03,One-year,77.88,0,0
A009917,2026-03,One-year,72.94,4,0
A009918,2026-03,One-year,87.09,0,0
A009919,2026-03,One-year,60.75,0,0
A009920,2026-03,One-year,78.3,2,0
A009921,2026-03,One-year,58.15,2,0
A009922,2026-03,One-year,73.95,1,0
A009923,2026-03,One-year,64.15,2,0
A009924,2026-03,One-year,82.73,0,0
A009925,2026-03,One-year,68.13,2,0
A009926,2026-03,One-year,68.66,1,0
A009927,2026-03,One-year,68.65,1,0
A009928,2026-03,One-year,78.22,1,0
A009929,2026-03,One-year,84.54,1,1
A009930,2026-03,One-year,71.3,4,0
A009931,2026-03,One-year,87.8,0,0
A009932,2026-03,One-year,69.31,1,0
A009933,2026-03,One-year,85.21,2,0
A009934,2026-03,One-year,73.69,3,0
A009935,2026-03,One-year,64.25,0,0
A009936,2026-03,One-year,85.43,1,0
A009937,2026-03,One-year,74.75,0,0
A009938,2026-03,One-year,87.17,0,0
A009939,2026-03,One-year,77.42,5,0
A009940,2026-03,One-year,49.44,2,0
A009941,2026-03,One-year,57.5,0,0
A009942,2026-03,One-year,83.29,0,0
A009943,2026-03,One-year,80.18,2,0
A009944,2026-03,One-year,91.06,2,0
A009945,2026-03,One-year,65.55,0,0
A009946,2026-03,One-year,80.44,1,0
A009947,2026-03,One-year,89.1,1,0
A009948,2026-03,One-year,73.41,2,0
A009949,2026-03,One-year,70.84,0,0
A009950,2026-03,One-year,73.33,1,0
A009951,2026-03,One-year,85.24,0,0
A009952,2026-03,One-year,47.74,2,0
A009953,2026-03,One-year,78.67,1,0
A009954,2026-03,One-year,77.05,0,0
A009955,2026-03,One-year,76.97,0,0
A009956,2026-03,One-year,99.9,1,0
A009957,2026-03,One-year,78.14,2,0
A009958,2026-03,One-year,65.68,1,0
A009959,2026-03,One-year,81.09,4,0
A009960,2026-03,One-year,90.91,2,0
A009961,2026-03,One-year,64.59,3,0
A009962,2026-03,One-year,53.33,2,0
A009963,2026-03,One-year,91.98,3,0
A009964,2026-03,One-year,57.81,1,0
A009965,2026-03,One-year,77.28,0,0
A009966,2026-03,One-year,77.01,1,0
A009967,2026-03,One-year,78.6,1,0
A009968,2026-03,One-year,65.3,0,0
A009969,2026-03,One-year,70.31,1,0
A009970,2026-03,One-year,45.88,2,0
A009971,2026-03,One-year,61.1,2,0
A009972,2026-03,One-year,60.74,2,0
A009973,2026-03,One-year,64.68,2,0
A009974,2026-03,One-year,64.05,0,0
A009975,2026-03,One-year,71.46,5,0
A009976,2026-03,One-year,65.29,1,0
A009977,2026-03,One-year,83.62,4,0
A009978,2026-03,One-year,77.79,3,0
A009979,2026-03,One-year,73.09,1,0
A009980,2026-03,One-year,69.43,3,0
A009981,2026-03,One-year,84.35,1,0
A009982,2026-03,One-year,67.9,0,0
A009983,2026-03,One-year,59.84,2,0
A009984,2026-03,One-year,75.0,1,0
A009985,2026-03,One-year,73.15,3,0
A009986,2026-03,One-year,88.7,4,0
A009987,2026-03,One-year,85.04,1,0
A009988,2026-03,One-year,52.08,0,1
A009989,2026-03,One-year,86.27,1,0
A009990,2026-03,One-year,83.15,2,0
A009991,2026-03,One-year,91.58,2,0
A009992,2026-03,One-year,70.56,4,0
A009993,2026-03,One-year,70.4,2,0
A009994,2026-03,One-year,61.05,2,0
A009995,2026-03,One-year,53.12,4,0
A009996,2026-03,One-year,65.36,2,0
A009997,2026-03,One-year,79.89,2,0
A009998,2026-03,One-year,76.54,2,0
A009999,2026-03,One-year,61.71,2,0
A010000,2026-03,One-year,92.29,0,0
A010001,2026-03,One-year,79.69,4,1
A010002,2026-03,One-year,63.03,2,0
A010003,2026-03,One-year,91.01,3,0
A010004,2026-03,One-year,66.91,1,0
A010005,2026-03,One-year,69.89,0,0
A010006,2026-03,One-year,59.15,1,0
A010007,2026-03,One-year,76.54,3,0
A010008,2026-03,One-year,78.71,2,0
A010009,2026-03,One-year,77.47,0,0
A010010,2026-03,One-year,69.87,2,0
A010011,2026-03,One-year,67.74,0,0
A010012,2026-03,One-year,87.02,2,0
A010013,2026-03,One-year,59.8,3,0
A010014,2026-03,One-year,74.07,2,0
A010015,2026-03,One-year,94.31,2,0
A010016,2026-03,One-year,77.66,1,0
A010017,2026-03,One-year,82.19,0,0
A010018,2026-03,One-year,106.16,0,0
A010019,2026-03,One-year,68.22,0,0
A010020,2026-03,One-year,77.05,2,0
A010021,2026-03,One-year,77.98,1,0
A010022,2026-03,One-year,70.07,0,0
A010023,2026-03,One-year,85.53,1,0
A010024,2026-03,One-year,85.9,2,0
A010025,2026-03,One-year,59.76,2,0
A010026,2026-03,One-year,51.52,1,0
A010027,2026-03,One-year,68.5,0,0
A010028,2026-03,One-year,76.47,1,0
A010029,2026-03,One-year,48.41,0,0
A010030,2026-03,One-year,43.02,2,0
A010031,2026-03,One-year,83.27,3,0
A010032,2026-03,One-year,65.08,1,0
A010033,2026-03,One-year,94.5,0,0
A010034,2026-03,One-year,92.62,1,0
A010035,2026-03,One-year,102.59,2,0
A010036,2026-03,One-year,83.23,0,0
A010037,2026-03,One-year,94.91,2,0
A010038,2026-03,One-year,76.17,2,0
A010039,2026-03,One-year,70.04,3,0
A010040,2026-03,One-year,59.02,2,0
A010041,2026-03,One-year,72.56,1,0
A010042,2026-03,One-year,73.06,1,0
A010043,2026-03,One-year,56.79,0,0
A010044,2026-03,One-year,71.31,2,0
A010045,2026-03,One-year,62.76,4,0
A010046,2026-03,One-year,84.63,0,0
A010047,2026-03,One-year,91.33,4,0
A010048,2026-03,One-year,76.71,2,0
A010049,2026-03,One-year,66.83,0,0
A010050,2026-03,One-year,78.74,0,0
A010051,2026-03,One-year,76.43,2,0
A010052,2026-03,One-year,74.95,1,0
A010053,2026-03,One-year,85.75,0,0
A010054,2026-03,One-year,63.42,3,0
A010055,2026-03,One-year,60.64,0,0
A010056,2026-03,One-year,79.11,2,0
A010057,2026-03,One-year,81.02,4,0
A010058,2026-03,One-year,81.55,1,0
A010059,2026-03,One-year,71.29,2,0
A010060,2026-03,One-year,86.9,1,0
A010061,2026-03,One-year,57.0,2,0
A010062,2026-03,One-year,113.26,0,0
A010063,2026-03,One-year,82.71,0,0
A010064,2026-03,One-year,72.49,1,0
A010065,2026-03,One-year,84.42,3,0
A010066,2026-03,One-year,102.68,0,0
A010067,2026-03,One-year,96.26,2,0
A010068,2026-03,One-year,63.78,0,0
A010069,2026-03,One-year,86.3,1,1
A010070,2026-03,One-year,87.51,1,0
A010071,2026-03,One-year,74.75,0,0
A010072,2026-03,One-year,73.24,0,0
A010073,2026-03,One-year,82.0,0,0
A010074,2026-03,One-year,66.54,2,0
A010075,2026-03,One-year,73.97,2,0
A010076,2026-03,One-year,76.56,3,0
A010077,2026-03,One-year,71.28,1,0
A010078,2026-03,One-year,78.26,3,0
A010079,2026-03,One-year,62.59,3,0
A010080,2026-03,One-year,72.56,2,1
A010081,2026-03,One-year,94.54,1,0
A010082,2026-03,One-year,82.61,2,0
A010083,2026-03,One-year,68.49,3,0
A010084,2026-03,One-year,65.98,0,0
A010085,2026-03,One-year,81.35,3,0
A010086,2026-03,One-year,66.62,3,0
A010087,2026-03,One-year,105.38,0,0
A010088,2026-03,One-year,62.53,2,0
A010089,2026-03,One-year,88.76,3,0
A010090,2026-03,One-year,76.93,2,0
A010091,2026-03,One-year,89.1,3,0
A010092,2026-03,One-year,68.63,4,0
A010093,2026-03,One-year,50.15,5,0
A010094,2026-03,One-year,63.73,2,0
A010095,2026-03,One-year,74.14,2,0
A010096,2026-03,One-year,78.05,2,0
A010097,2026-03,One-year,94.21,1,0
A010098,2026-03,One-year,80.32,0,0
A010099,2026-03,One-year,67.16,2,0
A010100,2026-03,One-year,80.95,1,0
A010101,2026-03,One-year,76.15,0,0
A010102,2026-03,One-year,80.44,3,0
A010103,2026-03,One-year,64.64,0,0
A010104,2026-03,One-year,76.13,0,0
A010105,2026-03,One-year,83.16,1,0
A010106,2026-03,One-year,80.79,2,0
A010107,2026-03,One-year,80.18,1,0
A010108,2026-03,One-year,60.14,3,0
A010109,2026-03,One-year,75.54,1,0
A010110,2026-03,One-year,69.21,2,0
A010111,2026-03,One-year,69.81,0,0
A010112,2026-03,One-year,64.37,0,0
A010113,2026-03,One-year,54.39,2,0
A010114,2026-03,One-year,50.0,0,0
A010115,2026-03,One-year,57.22,3,0
A010116,2026-03,One-year,98.11,2,0
A010117,2026-03,One-year,50.74,1,0
A010118,2026-03,One-year,72.95,0,0
A010119,2026-03,One-year,72.15,1,0
A010120,2026-03,One-year,66.72,1,0
A010121,2026-03,One-year,77.99,0,0
A010122,2026-03,One-year,68.5,2,0
A010123,2026-03,One-year,72.35,3,0
A010124,2026-03,One-year,72.81,2,0
A010125,2026-03,One-year,84.42,3,0
A010126,2026-03,One-year,99.62,3,0
A010127,2026-03,One-year,68.91,2,0
A010128,2026-03,One-year,97.52,0,0
A010129,2026-03,One-year,79.67,0,0
A010130,2026-03,One-year,70.74,1,0
A010131,2026-03,One-year,90.41,1,0
A010132,2026-03,One-year,74.86,0,0
A010133,2026-03,One-year,84.29,2,0
A010134,2026-03,One-year,73.35,3,0
A010135,2026-03,One-year,76.83,1,0
A010136,2026-03,One-year,90.82,0,0
A010137,2026-03,One-year,61.81,2,0
A010138,2026-03,One-year,97.08,0,0
A010139,2026-03,One-year,64.1,2,0
A010140,2026-03,One-year,66.01,1,0
A010141,2026-03,One-year,85.53,0,0
A010142,2026-03,One-year,55.02,0,0
A010143,2026-03,One-year,73.13,3,0
A010144,2026-03,One-year,68.91,1,0
A010145,2026-03,One-year,84.08,3,0
A010146,2026-03,One-year,73.41,1,0
A010147,2026-03,One-year,57.51,1,0
A010148,2026-03,One-year,90.82,4,0
A010149,2026-03,One-year,83.65,1,0
A010150,2026-03,One-year,67.17,1,0
A010151,2026-03,One-year,95.63,0,0
A010152,2026-03,One-year,82.81,1,0
A010153,2026-03,One-year,87.78,0,0
A010154,2026-03,One-year,61.72,0,0
A010155,2026-03,One-year,73.52,1,0
A010156,2026-03,One-year,46.18,3,0
A010157,2026-03,One-year,69.39,3,0
A010158,2026-03,One-year,44.67,3,0
A010159,2026-03,One-year,86.21,1,0
A010160,2026-03,One-year,84.61,0,0
A010161,2026-03,One-year,52.31,0,0
A010162,2026-03,One-year,64.36,2,0
A010163,2026-03,One-year,47.5,1,0
A010164,2026-03,One-year,62.51,0,0
A010165,2026-03,One-year,51.84,3,0
A010166,2026-03,One-year,59.56,0,0
A010167,2026-03,One-year,43.99,0,0
A010168,2026-03,One-year,80.78,0,0
A010169,2026-03,One-year,61.96,2,0
A010170,2026-03,One-year,87.32,0,0
A010171,2026-03,One-year,111.15,2,0
A010172,2026-03,One-year,55.07,1,0
A010173,2026-03,One-year,75.09,2,0
A010174,2026-03,One-year,82.64,1,0
A010175,2026-03,One-year,69.43,2,0
A010176,2026-03,One-year,73.56,2,0
A010177,2026-03,One-year,43.71,3,0
A010178,2026-03,One-year,80.38,0,0
A010179,2026-03,One-year,100.5,0,0
A010180,2026-03,One-year,61.36,2,0
A010181,2026-03,One-year,90.31,2,0
A010182,2026-03,One-year,58.11,2,0
A010183,2026-03,One-year,67.29,0,0
A010184,2026-03,One-year,77.81,4,0
A010185,2026-03,One-year,107.92,1,0
A010186,2026-03,One-year,102.19,3,0
A010187,2026-03,One-year,90.47,3,0
A010188,2026-03,One-year,61.16,2,0
A010189,2026-03,One-year,77.16,2,0
A010190,2026-03,One-year,75.37,0,0
A010191,2026-03,One-year,100.08,0,0
A010192,2026-03,One-year,56.47,3,0
A010193,2026-03,One-year,63.92,1,0
A010194,2026-03,One-year,70.97,1,0
A010195,2026-03,One-year,61.07,2,0
A010196,2026-03,One-year,80.16,2,0
A010197,2026-03,One-year,100.37,0,0
A010198,2026-03,One-year,86.87,2,0
A010199,2026-03,One-year,78.66,0,0
A010200,2026-03,One-year,102.94,2,0
A010201,2026-03,One-year,57.06,4,0
A010202,2026-03,One-year,73.02,1,1
A010203,2026-03,One-year,86.3,1,0
A010204,2026-03,One-year,68.45,1,0
A010205,2026-03,One-year,108.85,3,0
A010206,2026-03,One-year,75.3,1,0
A010207,2026-03,One-year,82.75,1,0
A010208,2026-03,One-year,52.07,1,0
A010209,2026-03,One-year,66.27,2,0
A010210,2026-03,One-year,91.69,0,0
A010211,2026-03,One-year,62.26,1,0
A010212,2026-03,One-year,84.55,1,0
A010213,2026-03,One-year,70.74,1,0
A010214,2026-03,One-year,95.84,1,0
A010215,2026-03,One-year,74.68,1,0
A010216,2026-03,One-year,68.37,3,0
A010217,2026-03,One-year,89.0,1,0
A010218,2026-03,One-year,53.01,0,0
A010219,2026-03,One-year,74.67,1,0
A010220,2026-03,One-year,78.9,1,0
A010221,2026-03,One-year,88.05,1,0
A010222,2026-03,One-year,73.22,0,0
A010223,2026-03,One-year,62.76,0,0
A010224,2026-03,One-year,90.06,2,0
A010225,2026-03,One-year,69.39,2,0
A010226,2026-03,One-year,59.97,2,0
A010227,2026-03,One-year,63.1,3,0
A010228,2026-03,One-year,81.04,1,0
A010229,2026-03,One-year,76.61,2,0
A010230,2026-03,One-year,67.95,2,0
A010231,2026-03,One-year,65.39,1,0
A010232,2026-03,One-year,77.59,0,0
A010233,2026-03,One-year,67.79,1,0
A010234,2026-03,One-year,72.48,3,0
A010235,2026-03,One-year,86.4,4,0
A010236,2026-03,One-year,74.89,2,0
A010237,2026-03,One-year,56.73,0,0
A010238,2026-03,One-year,74.2,4,0
A010239,2026-03,One-year,97.0,4,0
A010240,2026-03,One-year,81.14,1,0
A010241,2026-03,One-year,56.22,1,0
A010242,2026-03,One-year,77.41,0,0
A010243,2026-03,One-year,84.32,0,0
A010244,2026-03,One-year,94.35,3,0
A010245,2026-03,One-year,72.36,3,0
A010246,2026-03,One-year,74.58,0,0
A010247,2026-03,One-year,96.84,3,0
A010248,2026-03,One-year,62.42,3,0
A010249,2026-03,One-year,74.76,1,0
A010250,2026-03,One-year,91.44,3,1
A010251,2026-03,One-year,67.49,0,0
A010252,2026-03,One-year,61.61,4,0
A010253,2026-03,One-year,57.84,0,0
A010254,2026-03,One-year,67.65,1,0
A010255,2026-03,One-year,82.54,0,0
A010256,2026-03,One-year,66.4,0,0
A010257,2026-03,One-year,58.48,1,0
A010258,2026-03,One-year,61.1,1,0
A010259,2026-03,One-year,68.56,3,0
A010260,2026-03,One-year,61.67,1,0
A010261,2026-03,One-year,75.85,2,0
A010262,2026-03,One-year,56.58,2,0
A010263,2026-03,One-year,69.56,2,0
A010264,2026-03,One-year,103.21,0,0
A010265,2026-03,One-year,69.35,4,0
A010266,2026-03,One-year,73.56,0,0
A010267,2026-03,One-year,68.57,2,0
A010268,2026-03,One-year,94.5,2,0
A010269,2026-03,One-year,77.4,0,0
A010270,2026-03,One-year,65.99,4,0
A010271,2026-03,One-year,96.89,3,0
A010272,2026-03,One-year,53.27,0,0
A010273,2026-03,One-year,52.88,0,0
A010274,2026-03,One-year,75.29,3,0
A010275,2026-03,One-year,69.08,0,0
A010276,2026-03,One-year,59.61,3,0
A010277,2026-03,One-year,54.66,0,0
A010278,2026-03,One-year,87.02,2,0
A010279,2026-03,One-year,102.74,3,0
A010280,2026-03,One-year,83.61,1,0
A010281,2026-03,One-year,83.5,0,0
A010282,2026-03,One-year,78.36,0,0
A010283,2026-03,One-year,87.92,2,0
A010284,2026-03,One-year,59.33,1,0
A010285,2026-03,One-year,72.15,3,0
A010286,2026-03,One-year,88.75,0,0
A010287,2026-03,One-year,86.02,0,0
A010288,2026-03,One-year,78.1,2,0
A010289,2026-03,One-year,82.88,2,0
A010290,2026-03,One-year,103.03,2,0
A010291,2026-03,One-year,63.87,3,0
A010292,2026-03,One-year,58.85,0,0
A010293,2026-03,One-year,77.74,1,0
A010294,2026-03,One-year,74.18,2,0
A010295,2026-03,One-year,66.13,2,0
A010296,2026-03,One-year,97.07,2,0
A010297,2026-03,One-year,80.1,1,0
A010298,2026-03,One-year,74.9,1,0
A010299,2026-03,One-year,57.5,0,0
A010300,2026-03,One-year,65.48,0,0
A010301,2026-03,One-year,61.23,0,0
A010302,2026-03,One-year,76.69,0,0
A010303,2026-03,One-year,81.7,0,0
A010304,2026-03,One-year,77.38,2,0
A010305,2026-03,One-year,76.11,2,0
A010306,2026-03,One-year,93.34,2,0
A010307,2026-03,One-year,83.12,1,0
A010308,2026-03,One-year,36.81,3,0
A010309,2026-03,One-year,79.08,2,0
A010310,2026-03,One-year,56.99,1,0
A010311,2026-03,One-year,78.95,1,0
A010312,2026-03,One-year,61.99,3,0
A010313,2026-03,One-year,65.46,1,0
A010314,2026-03,One-year,57.09,2,0
A010315,2026-03,One-year,83.61,2,0
A010316,2026-03,One-year,77.15,3,0
A010317,2026-03,One-year,79.7,2,0
A010318,2026-03,One-year,75.13,1,0
A010319,2026-03,One-year,89.51,1,0
A010320,2026-03,One-year,98.02,1,0
A010321,2026-03,One-year,75.77,1,0
A010322,2026-03,One-year,69.02,3,0
A010323,2026-03,One-year,40.66,1,0
A010324,2026-03,One-year,70.65,3,0
A010325,2026-03,One-year,75.18,0,0
A010326,2026-03,One-year,53.41,1,0
A010327,2026-03,One-year,76.22,2,0
A010328,2026-03,One-year,69.86,2,1
A010329,2026-03,One-year,49.09,2,0
A010330,2026-03,One-year,85.74,2,0
A010331,2026-03,Two-year,93.43,0,0
A010332,2026-03,Two-year,84.83,0,0
A010333,2026-03,Two-year,77.95,0,0
A010334,2026-03,Two-year,81.05,2,0
A010335,2026-03,Two-year,79.98,3,0
A010336,2026-03,Two-year,83.84,2,0
A010337,2026-03,Two-year,104.62,6,0
A010338,2026-03,Two-year,83.98,1,0
A010339,2026-03,Two-year,72.3,2,0
A010340,2026-03,Two-year,65.1,0,0
A010341,2026-03,Two-year,96.9,3,0
A010342,2026-03,Two-year,93.72,1,0
A010343,2026-03,Two-year,87.02,4,0
A010344,2026-03,Two-year,76.46,0,0
A010345,2026-03,Two-year,82.01,2,0
A010346,2026-03,Two-year,71.41,1,0
A010347,2026-03,Two-year,70.72,1,0
A010348,2026-03,Two-year,61.58,0,0
A010349,2026-03,Two-year,105.14,1,0
A010350,2026-03,Two-year,87.99,2,0
A010351,2026-03,Two-year,89.36,0,0
A010352,2026-03,Two-year,81.92,3,0
A010353,2026-03,Two-year,92.83,0,0
A010354,2026-03,Two-year,54.64,3,0
A010355,2026-03,Two-year,111.74,0,0
A010356,2026-03,Two-year,80.19,0,0
A010357,2026-03,Two-year,84.76,3,0
A010358,2026-03,Two-year,84.76,0,0
A010359,2026-03,Two-year,75.55,1,0
A010360,2026-03,Two-year,105.04,0,0
A010361,2026-03,Two-year,103.65,1,0
A010362,2026-03,Two-year,65.99,1,0
A010363,2026-03,Two-year,65.49,3,0
A010364,2026-03,Two-year,99.54,2,0
A010365,2026-03,Two-year,85.44,2,0
A010366,2026-03,Two-year,66.56,0,0
A010367,2026-03,Two-year,86.15,0,0
A010368,2026-03,Two-year,68.36,0,0
A010369,2026-03,Two-year,86.08,1,0
A010370,2026-03,Two-year,79.25,0,0
A010371,2026-03,Two-year,109.4,3,0
A010372,2026-03,Two-year,79.94,0,0
A010373,2026-03,Two-year,87.76,0,0
A010374,2026-03,Two-year,95.89,2,0
A010375,2026-03,Two-year,88.79,3,0
A010376,2026-03,Two-year,89.59,0,0
A010377,2026-03,Two-year,93.46,3,0
A010378,2026-03,Two-year,83.6,3,0
A010379,2026-03,Two-year,92.73,1,0
A010380,2026-03,Two-year,70.87,2,0
A010381,2026-03,Two-year,78.98,3,0
A010382,2026-03,Two-year,80.8,2,0
A010383,2026-03,Two-year,57.55,0,0
A010384,2026-03,Two-year,67.02,0,0
A010385,2026-03,Two-year,78.28,2,0
A010386,2026-03,Two-year,94.03,0,0
A010387,2026-03,Two-year,78.3,2,0
A010388,2026-03,Two-year,71.06,0,0
A010389,2026-03,Two-year,82.29,0,0
A010390,2026-03,Two-year,93.26,0,0
A010391,2026-03,Two-year,71.74,2,0
A010392,2026-03,Two-year,82.46,2,0
A010393,2026-03,Two-year,77.6,0,0
A010394,2026-03,Two-year,85.35,2,0
A010395,2026-03,Two-year,85.57,2,0
A010396,2026-03,Two-year,85.32,0,0
A010397,2026-03,Two-year,88.81,1,0
A010398,2026-03,Two-year,48.88,2,0
A010399,2026-03,Two-year,69.56,1,0
A010400,2026-03,Two-year,74.26,0,0
A010401,2026-03,Two-year,61.8,1,0
A010402,2026-03,Two-year,78.52,0,0
A010403,2026-03,Two-year,81.75,2,0
A010404,2026-03,Two-year,80.0,2,0
A010405,2026-03,Two-year,92.55,2,0
A010406,2026-03,Two-year,90.82,2,0
A010407,2026-03,Two-year,68.31,0,0
A010408,2026-03,Two-year,88.01,0,0
A010409,2026-03,Two-year,70.57,0,0
A010410,2026-03,Two-year,77.4,1,0
A010411,2026-03,Two-year,82.55,0,0
A010412,2026-03,Two-year,79.87,2,0
A010413,2026-03,Two-year,63.89,2,0
A010414,2026-03,Two-year,82.49,1,0
A010415,2026-03,Two-year,61.54,1,0
A010416,2026-03,Two-year,80.37,0,0
A010417,2026-03,Two-year,78.85,1,0
A010418,2026-03,Two-year,96.05,2,0
A010419,2026-03,Two-year,93.75,0,0
A010420,2026-03,Two-year,74.17,1,0
A010421,2026-03,Two-year,65.14,2,0
A010422,2026-03,Two-year,66.55,0,0
A010423,2026-03,Two-year,83.1,1,0
A010424,2026-03,Two-year,105.85,3,0
A010425,2026-03,Two-year,79.62,1,0
A010426,2026-03,Two-year,51.64,3,0
A010427,2026-03,Two-year,112.98,2,0
A010428,2026-03,Two-year,65.84,5,0
A010429,2026-03,Two-year,77.37,1,0
A010430,2026-03,Two-year,75.32,0,0
A010431,2026-03,Two-year,90.2,2,0
A010432,2026-03,Two-year,77.23,2,0
A010433,2026-03,Two-year,82.13,0,0
A010434,2026-03,Two-year,98.3,1,0
A010435,2026-03,Two-year,63.61,2,0
A010436,2026-03,Two-year,69.19,3,0
A010437,2026-03,Two-year,89.84,0,0
A010438,2026-03,Two-year,67.95,0,0
A010439,2026-03,Two-year,72.42,0,0
A010440,2026-03,Two-year,71.92,2,0
A010441,2026-03,Two-year,79.78,0,0
A010442,2026-03,Two-year,91.81,1,0
A010443,2026-03,Two-year,69.95,0,0
A010444,2026-03,Two-year,69.02,0,0
A010445,2026-03,Two-year,82.4,3,0
A010446,2026-03,Two-year,93.71,0,0
A010447,2026-03,Two-year,89.44,1,0
A010448,2026-03,Two-year,73.15,1,0
A010449,2026-03,Two-year,91.4,0,0
A010450,2026-03,Two-year,59.05,5,0
A010451,2026-03,Two-year,101.78,2,0
A010452,2026-03,Two-year,85.92,2,0
A010453,2026-03,Two-year,57.12,2,0
A010454,2026-03,Two-year,66.7,2,0
A010455,2026-03,Two-year,95.22,2,0
A010456,2026-03,Two-year,72.81,0,0
A010457,2026-03,Two-year,90.96,2,0
A010458,2026-03,Two-year,57.54,2,0
A010459,2026-03,Two-year,65.58,0,0
A010460,2026-03,Two-year,93.12,2,0
A010461,2026-03,Two-year,83.01,0,0
A010462,2026-03,Two-year,91.35,1,0
A010463,2026-03,Two-year,52.91,1,0
A010464,2026-03,Two-year,108.52,2,0
A010465,2026-03,Two-year,65.77,2,0
A010466,2026-03,Two-year,71.04,1,0
A010467,2026-03,Two-year,88.8,2,0
A010468,2026-03,Two-year,55.23,0,0
A010469,2026-03,Two-year,89.48,0,0
A010470,2026-03,Two-year,68.31,1,0
A010471,2026-03,Two-year,78.13,1,0
A010472,2026-03,Two-year,90.61,0,0
A010473,2026-03,Two-year,66.82,3,0
A010474,2026-03,Two-year,65.72,1,0
A010475,2026-03,Two-year,85.87,3,0
A010476,2026-03,Two-year,78.53,2,0
A010477,2026-03,Two-year,91.87,1,0
A010478,2026-03,Two-year,87.89,3,0
A010479,2026-03,Two-year,91.89,1,0
A010480,2026-03,Two-year,50.63,0,0
A010481,2026-03,Two-year,83.51,3,0
A010482,2026-03,Two-year,87.1,1,0
A010483,2026-03,Two-year,57.25,3,0
A010484,2026-03,Two-year,98.74,2,0
A010485,2026-03,Two-year,89.7,2,0
A010486,2026-03,Two-year,65.64,3,0
