order_id,order_date,category,revenue_usd,returned,ship_days
O003642,2025-10-23,Electronics,156.77,0,4
O008078,2026-01-15,Apparel,71.09,0,4
O001469,2025-09-27,Apparel,110.3,0,4
O017617,2026-07-20,Electronics,81.99,0,3
O007845,2026-01-08,Apparel,93.07,0,2
O004261,2025-11-25,Apparel,85.51,0,4
O003367,2025-10-25,Electronics,253.38,0,4
O010995,2026-03-30,Apparel,89.22,0,1
O010102,2026-02-13,Electronics,93.46,0,1
O011164,2026-03-31,Apparel,47.18,1,2
O010134,2026-02-12,Electronics,278.54,0,3
O000808,2025-08-10,Electronics,187.17,0,4
O011656,2026-03-17,Electronics,146.79,0,3
O015536,2026-06-06,Apparel,66.36,1,4
O015529,2026-06-14,Apparel,71.3,0,3
O015000,2026-05-06,Home,14.81,0,3
O005999,2025-12-30,Apparel,55.88,1,4
O006969,2025-12-25,Electronics,160.62,0,2
O011012,2026-03-11,Apparel,100.21,0,2
O009931,2026-02-13,Electronics,186.99,0,3
O004780,2025-11-04,Electronics,224.47,0,2
O001249,2025-08-14,Home,13.63,0,4
O001219,2025-08-02,Home,78.61,0,5
O014709,2026-05-06,Electronics,186.9,0,4
O017695,2026-07-03,Electronics,138.36,0,3
O016443,2026-06-21,Home,8,0,2
O008411,2026-01-03,Electronics,142.33,0,4
O018397,2026-07-04,Home,33.02,0,5
O003371,2025-10-07,Electronics,99.82,0,4
O018350,2026-07-07,Home,86.75,0,1
O000727,2025-08-21,Electronics,127.29,0,3
O012225,2026-04-08,Apparel,68.5,0,2
O002164,2025-09-12,Electronics,103.39,0,3
O006893,2025-12-27,Electronics,68.89,0,3
O006268,2025-12-18,Apparel,48.11,1,2
O006105,2025-12-05,Apparel,54.95,0,3
O009970,2026-02-25,Electronics,228.92,0,2
O006733,2025-12-14,Electronics,201.98,0,3
O008939,2026-01-30,Home,46.49,0,4
O004755,2025-11-11,Apparel,29.42,1,4
O013349,2026-04-30,Home,59.98,0,4
O014237,2026-05-02,Apparel,43.75,1,3
O016334,2026-06-05,Electronics,166.51,0,3
O003682,2025-10-14,Electronics,111.78,0,3
O010814,2026-03-02,Apparel,73.47,0,5
O003290,2025-10-06,Electronics,175.45,0,2
O002727,2025-10-13,Apparel,105.75,0,2
O011150,2026-03-05,Apparel,34.28,0,4
O008204,2026-01-05,Apparel,18.62,0,2
O005439,2025-11-19,Home,49.74,0,2
O011667,2026-03-19,Electronics,93.97,0,5
O015653,2026-06-28,Apparel,53.47,0,3
O007179,2025-12-14,Electronics,255.67,0,1
O014480,2026-05-22,Electronics,65.74,1,3
O008817,2026-01-10,Home,54.76,0,1
O008005,2026-01-22,Apparel,24.69,0,4
O016587,2026-06-24,Home,97.48,0,4
O001272,2025-08-16,Home,96.2,0,4
O018068,2026-07-27,Home,86.03,0,3
O014652,2026-05-05,Electronics,192.17,0,2
O002911,2025-10-16,Apparel,57.32,0,4
O014070,2026-05-23,Apparel,82.15,1,4
O005295,2025-11-15,Electronics,173.77,0,2
O000870,2025-08-30,Electronics,116.77,0,6
O003319,2025-10-17,Electronics,179.53,0,2
O016089,2026-06-15,Electronics,192.73,0,3
O006948,2025-12-25,Electronics,167.06,0,3
O016451,2026-06-09,Home,55.75,0,4
O007596,2025-12-29,Home,76.64,0,5
O015856,2026-06-26,Apparel,112.94,0,3
O009117,2026-01-30,Home,112.29,1,2
O016283,2026-06-27,Electronics,88.19,0,2
O012144,2026-03-25,Home,71.24,0,3
O007826,2026-01-25,Apparel,19.94,1,3
O014538,2026-05-29,Electronics,121.39,0,3
O015142,2026-05-27,Home,43.3,1,2
O017304,2026-07-27,Apparel,98.09,0,4
O015599,2026-06-11,Apparel,69.46,0,5
O012714,2026-04-03,Apparel,62.21,0,2
O002477,2025-09-23,Home,86.34,0,2
O012327,2026-04-05,Apparel,61.72,0,3
O016677,2026-06-27,Home,87.65,0,1
O016225,2026-06-22,Electronics,182.61,0,2
O004433,2025-11-29,Apparel,8,0,3
O001257,2025-08-14,Home,28.56,0,3
O015238,2026-06-03,Apparel,37.34,0,2
O015441,2026-06-19,Apparel,51.51,0,3
O016906,2026-07-23,Apparel,94.0,0,5
O015913,2026-06-24,Electronics,55.49,0,4
O012503,2026-04-10,Apparel,44.08,0,1
O006718,2025-12-21,Electronics,109.17,0,1
O003700,2025-10-18,Electronics,175.5,0,2
O016108,2026-06-01,Electronics,257.11,0,3
O015558,2026-06-29,Apparel,49.86,0,2
O002225,2025-09-30,Electronics,136.11,1,3
O000011,2025-08-27,Apparel,44.91,0,7
O003992,2025-10-23,Home,121.66,0,5
O017569,2026-07-07,Electronics,175.17,0,4
O009847,2026-02-01,Electronics,105.38,0,3
O017447,2026-07-25,Apparel,92.06,0,2
O003937,2025-10-14,Home,66.68,0,1
O008532,2026-01-26,Electronics,290.51,0,5
O014723,2026-05-10,Electronics,8,0,4
O016063,2026-06-28,Electronics,55.19,0,4
O005617,2025-11-18,Home,135.8,0,4
O005517,2025-11-04,Home,18.14,0,3
O001474,2025-09-30,Apparel,85.98,0,5
O015116,2026-05-18,Home,84.32,0,3
O006679,2025-12-06,Electronics,127.83,0,4
O017688,2026-07-30,Electronics,185.97,0,4
O003549,2025-10-09,Electronics,200.09,0,2
O007016,2025-12-13,Electronics,175.61,0,3
O003131,2025-10-11,Apparel,75.58,0,2
O017461,2026-07-27,Apparel,96.53,0,1
O004312,2025-11-20,Apparel,53.32,0,3
O014262,2026-05-02,Apparel,137.67,0,3
O018155,2026-07-22,Home,83.29,0,2
O015079,2026-05-12,Home,18.99,0,3
O003185,2025-10-04,Apparel,8,0,4
O001148,2025-08-14,Home,74.53,0,2
O004497,2025-11-30,Apparel,52.32,0,5
O010820,2026-03-04,Apparel,81.73,0,4
O001825,2025-09-08,Apparel,46.32,0,2
O012330,2026-04-15,Apparel,89.67,0,2
O005941,2025-12-29,Apparel,49.55,0,3
O011156,2026-03-25,Apparel,52.62,0,2
O010715,2026-03-09,Apparel,36.54,0,3
O011627,2026-03-04,Electronics,146.49,0,1
O004462,2025-11-04,Apparel,122.15,1,2
O005017,2025-11-17,Electronics,191.89,0,3
O000682,2025-08-31,Electronics,143.55,0,3
O017855,2026-07-30,Electronics,170.25,0,1
O002223,2025-09-01,Electronics,161.95,0,4
O006081,2025-12-11,Apparel,61.09,0,2
O012548,2026-04-03,Apparel,79.48,0,1
O011688,2026-03-14,Electronics,49.86,0,3
O003200,2025-10-17,Apparel,100.28,0,4
O003299,2025-10-10,Electronics,191.59,0,3
O009887,2026-02-01,Electronics,216.12,0,4
O000357,2025-08-20,Apparel,72.65,0,2
O004583,2025-11-05,Apparel,33.57,0,2
O010495,2026-02-03,Home,65.94,0,3
O010182,2026-02-15,Electronics,224.79,0,4
O004110,2025-10-21,Home,51.84,0,2
O011518,2026-03-05,Electronics,145.72,0,4
O003382,2025-10-14,Electronics,89.09,0,4
O010434,2026-02-14,Home,69.5,0,2
O015258,2026-06-19,Apparel,58.84,0,4
O004797,2025-11-03,Electronics,125.28,0,2
O011798,2026-03-27,Home,94.23,0,3
O013949,2026-05-12,Apparel,54.54,1,3
O016584,2026-06-18,Home,104.73,0,3
O001936,2025-09-17,Electronics,103.58,0,1
O008812,2026-01-20,Electronics,80.73,0,2
O017369,2026-07-30,Apparel,67.5,0,3
O001813,2025-09-03,Apparel,8,0,3
O018189,2026-07-11,Home,47.7,0,2
O000226,2025-08-25,Apparel,84.77,0,1
O014550,2026-05-31,Electronics,158.45,0,4
O004218,2025-11-23,Apparel,84.92,0,4
O010384,2026-02-18,Home,55.22,0,5
O001022,2025-08-01,Home,99.58,0,5
O015483,2026-06-27,Apparel,66.74,0,2
O000647,2025-08-09,Electronics,177.04,0,2
O000883,2025-08-10,Electronics,183.43,0,3
O005939,2025-12-20,Apparel,32.06,1,2
O005799,2025-12-13,Apparel,56.34,0,4
O015597,2026-06-25,Apparel,18.87,0,2
O010203,2026-02-26,Electronics,162.8,0,3
O004194,2025-11-15,Apparel,74.88,0,5
O008617,2026-01-14,Electronics,129.01,0,2
O011768,2026-03-19,Home,130.09,0,4
O002926,2025-10-29,Apparel,63.76,0,3
O001407,2025-09-28,Apparel,68.02,0,4
O003510,2025-10-12,Electronics,81.82,0,3
O004164,2025-11-19,Apparel,22.15,0,3
O016112,2026-06-02,Electronics,160.53,0,3
O012657,2026-04-01,Apparel,96.0,0,3
O012329,2026-04-17,Apparel,68.18,1,5
O013881,2026-05-31,Apparel,72.31,1,4
O002006,2025-09-03,Electronics,120.43,0,3
O013622,2026-04-23,Home,30.23,0,2
O014465,2026-05-30,Electronics,213.42,0,3
O000161,2025-08-14,Apparel,72.24,0,3
O004820,2025-11-12,Electronics,88.3,0,4
O013020,2026-04-08,Electronics,117.05,0,2
O007446,2025-12-08,Home,124.24,0,5
O011572,2026-03-19,Electronics,124.44,0,2
O014181,2026-05-28,Apparel,34.19,0,2
O008868,2026-01-16,Home,26.41,0,3
O015747,2026-06-18,Apparel,8,1,3
O008015,2026-01-07,Apparel,87.54,0,1
O006961,2025-12-01,Electronics,186.31,0,3
O003722,2025-10-15,Electronics,264.36,0,4
O007165,2025-12-05,Electronics,184.92,0,2
O004934,2025-11-10,Electronics,85.75,0,4
O007671,2025-12-17,Home,52.27,0,3
O018406,2026-07-24,Home,101.59,1,3
O010639,2026-02-22,Home,87.94,0,3
O004271,2025-11-01,Apparel,12.18,0,4
O014629,2026-05-22,Electronics,148.88,0,5
O008986,2026-01-19,Home,94.96,0,1
O000861,2025-08-04,Electronics,49.13,0,2
O006699,2025-12-12,Electronics,136.33,0,5
O004099,2025-10-18,Home,110.78,0,4
O002444,2025-09-02,Home,87.81,0,5
O002520,2025-09-18,Home,138.81,0,3
O005456,2025-11-10,Home,148.26,0,4
O006408,2025-12-16,Apparel,12.17,0,2
O012848,2026-04-13,Electronics,52.12,1,3
O006100,2025-12-19,Apparel,93.15,0,4
O002832,2025-10-02,Apparel,42.46,0,5
O010106,2026-02-02,Electronics,298.76,0,2
O016947,2026-07-08,Apparel,53.54,0,1
O001689,2025-09-08,Apparel,109.49,0,4
O007436,2025-12-11,Home,140.76,0,3
O013497,2026-04-18,Home,58.19,0,3
O010632,2026-02-06,Home,60.49,0,3
O003130,2025-10-26,Apparel,79.63,1,3
O008050,2026-01-19,Apparel,67.07,1,2
O001162,2025-08-06,Home,69.88,0,3
O009213,2026-01-18,Home,100.99,0,4
O017722,2026-07-30,Electronics,157.83,0,2
O015911,2026-06-26,Electronics,181.73,0,3
O013702,2026-05-25,Apparel,14.63,0,3
O003824,2025-10-13,Home,74.78,0,4
O004485,2025-11-18,Apparel,73.83,0,3
O003631,2025-10-17,Electronics,183.89,0,4
O004598,2025-11-18,Apparel,55.53,1,5
O009714,2026-02-23,Apparel,49.99,0,2
O017645,2026-07-06,Electronics,229.19,0,2
O008102,2026-01-01,Apparel,66.97,0,4
O008747,2026-01-02,Electronics,86.65,0,1
O017277,2026-07-12,Apparel,59.8,0,4
O015817,2026-06-23,Apparel,86.88,0,2
O002176,2025-09-05,Electronics,175.82,0,5
O003582,2025-10-28,Electronics,245.88,0,3
O007298,2025-12-30,Home,114.42,0,2
O004369,2025-11-08,Apparel,107.17,0,3
O013670,2026-04-29,Home,85.53,0,5
O012384,2026-04-10,Apparel,83.66,1,4
O009549,2026-02-07,Apparel,55.27,1,3
O000325,2025-08-21,Apparel,44.43,0,3
O011220,2026-03-18,Apparel,25.98,0,6
O002766,2025-10-18,Apparel,65.29,0,3
O003600,2025-10-02,Electronics,174.89,0,4
O008642,2026-01-10,Electronics,222.5,0,5
O006151,2025-12-19,Apparel,51.2,0,4
O013542,2026-04-08,Home,85.09,0,3
O004210,2025-11-21,Apparel,44.21,0,4
O015887,2026-06-10,Apparel,32.08,0,3
O015969,2026-06-20,Electronics,89.77,0,3
O007011,2025-12-02,Electronics,169.61,0,5
O005144,2025-11-03,Electronics,117.48,0,1
O006486,2025-12-04,Apparel,8,0,3
O017499,2026-07-28,Electronics,102.57,0,3
O005962,2025-12-14,Apparel,73.5,0,1
O016585,2026-06-17,Home,8,0,4
O005402,2025-11-10,Home,79.59,0,1
O017315,2026-07-14,Apparel,26.75,0,4
O000905,2025-08-12,Electronics,150.72,0,3
O010522,2026-02-13,Home,125.63,0,3
O009278,2026-02-17,Apparel,55.13,0,1
O015692,2026-06-14,Apparel,66.75,0,3
O009553,2026-02-12,Apparel,56.26,1,3
O000565,2025-08-04,Electronics,66.51,0,4
O002969,2025-10-08,Apparel,45.03,0,4
O010841,2026-03-21,Apparel,75.71,0,2
O010061,2026-02-13,Electronics,79.7,0,4
O015396,2026-06-23,Apparel,107.57,0,3
O007723,2025-12-23,Home,52.22,0,2
O008916,2026-01-30,Home,82.52,0,4
O017351,2026-07-02,Apparel,55.15,0,4
O004180,2025-11-10,Apparel,74.57,0,4
O009652,2026-02-17,Apparel,33.64,0,3
O017875,2026-07-02,Electronics,46.97,0,3
O005047,2025-11-20,Electronics,206.2,0,3
O003559,2025-10-21,Electronics,73.41,0,2
O005241,2025-11-12,Electronics,249.87,0,3
O016635,2026-06-15,Home,117.62,0,3
O017014,2026-07-26,Apparel,60.15,0,3
O016367,2026-06-06,Electronics,195.22,0,4
O000895,2025-08-17,Electronics,148.39,0,4
O005338,2025-11-22,Home,103.03,0,4
O010911,2026-03-29,Apparel,31.39,1,4
O015257,2026-06-11,Apparel,74.97,0,2
O013124,2026-04-28,Electronics,147.39,1,2
O002026,2025-09-10,Electronics,116.87,0,2
O009926,2026-02-12,Electronics,63.84,0,3
O002256,2025-09-14,Electronics,243.51,0,3
O013468,2026-04-07,Home,125.57,0,3
O005283,2025-11-15,Electronics,83.56,0,1
O013842,2026-05-14,Apparel,63.68,0,5
O004777,2025-11-26,Electronics,47.77,0,2
O011430,2026-03-17,Electronics,177.86,0,4
O007398,2025-12-19,Home,68.25,0,2
O014970,2026-05-20,Home,20.71,0,3
O013865,2026-05-25,Apparel,67.74,0,3
O010211,2026-02-02,Electronics,164.96,0,3
O002922,2025-10-11,Apparel,25.3,1,5
O011961,2026-03-09,Home,8,0,2
O005193,2025-11-16,Electronics,122.61,0,3
O007232,2025-12-22,Home,82.62,0,5
O006975,2025-12-26,Electronics,75.64,0,2
O001189,2025-08-08,Home,90.97,0,5
O011046,2026-03-14,Apparel,48.97,0,3
O000455,2025-08-01,Apparel,78.15,0,4
O005897,2025-12-22,Apparel,27.96,0,3
O018084,2026-07-25,Home,65.86,1,3
O018334,2026-07-25,Home,84.73,0,4
O017784,2026-07-24,Electronics,204.59,0,3
O003218,2025-10-23,Apparel,42.65,0,5
O013114,2026-04-04,Electronics,61.29,0,4
O000043,2025-08-19,Apparel,102.5,0,3
O001348,2025-09-25,Apparel,11.81,0,3
O000891,2025-08-03,Electronics,254.25,0,2
O002236,2025-09-13,Electronics,217.27,0,3
O000506,2025-08-19,Apparel,33.86,0,5
O008372,2026-01-23,Electronics,203.45,0,3
O012481,2026-04-21,Apparel,51.05,1,1
O006894,2025-12-03,Electronics,187.54,1,3
O013576,2026-04-26,Home,121.5,0,4
O004246,2025-11-27,Apparel,39.78,0,2
O013876,2026-05-19,Apparel,48.9,0,1
O009386,2026-02-17,Apparel,21.7,1,4
O002667,2025-09-06,Home,108.88,0,3
O010018,2026-02-06,Electronics,8,0,2
O016505,2026-06-26,Home,80.79,0,3
O000133,2025-08-04,Apparel,18.82,0,5
O016059,2026-06-12,Electronics,77.83,0,3
O014851,2026-05-06,Home,90.74,0,2
O010934,2026-03-18,Apparel,53.99,0,3
O007164,2025-12-29,Electronics,132.02,0,4
O003735,2025-10-28,Electronics,157.71,0,2
O015693,2026-06-09,Apparel,54.8,1,2
O006437,2025-12-11,Apparel,68.13,0,2
O016014,2026-06-25,Electronics,155.28,0,3
O014512,2026-05-19,Electronics,143.79,0,3
O009963,2026-02-08,Electronics,172.16,1,3
O003988,2025-10-19,Home,111.96,0,4
O011024,2026-03-27,Apparel,60.83,0,3
O002872,2025-10-05,Apparel,34.85,0,3
O011051,2026-03-31,Apparel,73.33,0,4
O008985,2026-01-23,Home,28.44,0,3
O003926,2025-10-26,Home,37.51,0,3
O017458,2026-07-01,Apparel,46.85,0,1
O018009,2026-07-31,Home,97.92,0,2
O003396,2025-10-07,Electronics,85.33,0,4
O008460,2026-01-14,Electronics,165.37,0,3
O016315,2026-06-27,Electronics,240.7,0,4
O000518,2025-08-24,Apparel,82.14,0,5
O012914,2026-04-04,Electronics,231.04,0,2
O003011,2025-10-21,Apparel,45.11,1,2
O003249,2025-10-23,Apparel,23.28,0,3
O006167,2025-12-23,Apparel,30.53,0,5
O013247,2026-04-16,Electronics,60.32,0,3
O009079,2026-01-21,Home,63.63,0,3
O007193,2025-12-15,Electronics,143.61,0,2
O010440,2026-02-01,Home,131.01,0,3
O014473,2026-05-09,Electronics,246.18,0,3
O009363,2026-02-21,Apparel,49.06,1,3
O011029,2026-03-24,Apparel,100.64,0,2
O017615,2026-07-08,Electronics,8,0,1
O007969,2026-01-26,Apparel,13.57,1,5
O010749,2026-03-08,Apparel,105.49,0,5
O004320,2025-11-05,Apparel,46.6,0,4
O005147,2025-11-05,Electronics,125.01,0,3
O002752,2025-10-05,Apparel,76.74,0,5
O005833,2025-12-06,Apparel,73.5,0,4
O004781,2025-11-02,Electronics,116.83,0,5
O010100,2026-02-17,Electronics,125.14,0,3
O008780,2026-01-13,Electronics,14.67,0,4
O009487,2026-02-03,Apparel,73.61,0,2
O015448,2026-06-06,Apparel,16.33,1,4
O000584,2025-08-04,Electronics,255.93,0,3
O007653,2025-12-26,Home,145.2,0,5
O013719,2026-05-05,Apparel,79.19,0,2
O015150,2026-05-02,Home,23.34,0,3
O005873,2025-12-25,Apparel,85.57,1,4
O016323,2026-06-11,Electronics,265.13,0,4
O004663,2025-11-08,Apparel,38.85,0,4
O006888,2025-12-12,Electronics,168.41,0,4
O014838,2026-05-22,Home,108.74,0,2
O015031,2026-05-24,Home,90.44,0,4
O014391,2026-05-13,Electronics,214.03,0,3
O015707,2026-06-17,Apparel,92.55,1,3
O017259,2026-07-07,Apparel,48.52,0,2
O010391,2026-02-21,Home,143.94,1,3
O007404,2025-12-26,Home,51.62,0,3
O011190,2026-03-21,Apparel,69.29,0,2
O017778,2026-07-12,Electronics,189.81,0,3
O018100,2026-07-19,Home,139.1,0,3
O010174,2026-02-21,Electronics,115.19,0,3
O001676,2025-09-25,Apparel,61.6,0,4
O004031,2025-10-26,Home,175.22,0,3
O000983,2025-08-10,Home,38.1,0,3
O000828,2025-08-07,Electronics,129.28,0,3
O010227,2026-02-06,Electronics,193.38,0,4
O015794,2026-06-22,Apparel,49.98,0,3
O018041,2026-07-06,Home,66.8,0,5
O006763,2025-12-10,Electronics,172.2,0,3
O002436,2025-09-10,Home,85.26,0,3
O014036,2026-05-25,Apparel,84.41,0,4
O003622,2025-10-17,Electronics,83.75,0,4
O008001,2026-01-23,Apparel,72.04,0,4
O013729,2026-05-20,Apparel,33.29,0,4
O002020,2025-09-26,Electronics,139.04,0,4
O017333,2026-07-19,Apparel,21.07,0,2
O008058,2026-01-16,Apparel,59.5,1,1
O014431,2026-05-12,Electronics,86.05,0,2
O011536,2026-03-14,Electronics,175.83,0,5
O013150,2026-04-04,Electronics,126.97,0,2
O002946,2025-10-13,Apparel,43.87,0,4
O003647,2025-10-18,Electronics,134.59,0,4
O011668,2026-03-23,Electronics,147.93,0,4
O016173,2026-06-23,Electronics,247.58,0,5
O001260,2025-08-23,Home,56.54,0,3
O018181,2026-07-24,Home,152.94,0,4
O009572,2026-02-07,Apparel,28.37,0,1
O000233,2025-08-05,Apparel,70.21,0,4
O005660,2025-11-19,Home,21.84,0,3
O002057,2025-09-07,Electronics,95.49,0,5
O000728,2025-08-29,Electronics,201.32,0,3
O008573,2026-01-12,Electronics,8,0,4
O009203,2026-01-30,Home,156.13,0,4
O005850,2025-12-28,Apparel,77.28,0,4
O014118,2026-05-01,Apparel,92.61,0,2
O013606,2026-04-17,Home,103.24,0,2
O001543,2025-09-21,Apparel,64.02,0,2
O006672,2025-12-22,Electronics,9.6,1,4
O007483,2025-12-27,Home,101.06,0,3
O001220,2025-08-09,Home,54.21,0,5
O012020,2026-03-01,Home,126.12,0,2
O008397,2026-01-24,Electronics,230.51,0,1
O015521,2026-06-14,Apparel,61.09,0,4
O002763,2025-10-27,Apparel,55.73,1,4
O018411,2026-07-05,Home,39.16,0,4
O010499,2026-02-17,Home,112.62,0,2
O007135,2025-12-07,Electronics,135.75,0,5
O013262,2026-04-17,Electronics,58.67,0,2
O009653,2026-02-12,Apparel,52.55,0,4
O004028,2025-10-24,Home,111.19,0,5
O012186,2026-04-25,Apparel,79.38,0,1
O006411,2025-12-15,Apparel,34.49,0,4
O000805,2025-08-21,Electronics,218.53,0,2
O015388,2026-06-13,Apparel,92.42,0,4
O000188,2025-08-23,Apparel,39.37,0,6
O004438,2025-11-14,Apparel,87.9,0,3
O017132,2026-07-04,Apparel,52.48,0,2
O012415,2026-04-19,Apparel,39.94,0,1
O017490,2026-07-13,Apparel,49.82,0,3
O005487,2025-11-05,Home,76.65,0,1
O004759,2025-11-13,Apparel,59.29,0,1
O011719,2026-03-01,Electronics,201.04,0,2
O003537,2025-10-14,Electronics,191.61,1,5
O018113,2026-07-22,Home,41.86,0,3
O008449,2026-01-28,Electronics,114.83,0,3
O006852,2025-12-01,Electronics,238.28,0,3
O007971,2026-01-29,Apparel,73.07,0,5
O001417,2025-09-27,Apparel,27.99,0,3
O003154,2025-10-27,Apparel,41.14,0,4
O003087,2025-10-27,Apparel,62.44,0,4
O012730,2026-04-09,Apparel,69.32,0,2
O018415,2026-07-07,Home,122.43,0,3
O016944,2026-07-06,Apparel,17.51,0,2
O004001,2025-10-21,Home,125.31,0,4
O008187,2026-01-15,Apparel,79.29,0,4
O015545,2026-06-15,Apparel,54.24,1,1
O015870,2026-06-06,Apparel,46.24,0,2
O007682,2025-12-29,Home,92.89,0,4
O014694,2026-05-13,Electronics,163.43,0,3
O000770,2025-08-18,Electronics,21.31,0,5
O010770,2026-03-21,Apparel,72.93,0,2
O000397,2025-08-08,Apparel,77.73,0,3
O010966,2026-03-06,Apparel,60.72,0,2
O004579,2025-11-27,Apparel,49.73,0,2
O014869,2026-05-25,Home,70.99,0,2
O010493,2026-02-07,Home,47.92,0,5
O014469,2026-05-05,Electronics,277.74,0,2
O002242,2025-09-03,Electronics,115.83,0,3
O010340,2026-02-25,Home,46.54,0,2
O017191,2026-07-20,Apparel,64.14,0,2
O002933,2025-10-22,Apparel,78.63,0,4
O011321,2026-03-01,Electronics,146.83,0,3
O005353,2025-11-29,Home,72.78,0,3
O017680,2026-07-05,Electronics,207.33,1,2
O006104,2025-12-12,Apparel,62.41,1,3
O017484,2026-07-04,Apparel,30.95,0,4
O016429,2026-06-14,Home,125.69,0,4
O004387,2025-11-02,Apparel,60.41,1,2
O003330,2025-10-20,Electronics,142.44,0,4
O006720,2025-12-06,Electronics,189.32,0,3
O009514,2026-02-24,Apparel,8,0,4
O005815,2025-12-23,Apparel,26.34,1,2
O007871,2026-01-08,Apparel,52.1,1,4
O006277,2025-12-10,Apparel,50.61,0,3
O008470,2026-01-10,Electronics,113.85,0,3
O018333,2026-07-07,Home,124.33,0,2
O013098,2026-04-27,Electronics,225.94,0,3
O009089,2026-01-05,Home,70.84,0,2
O009610,2026-02-15,Apparel,44.15,0,4
O001403,2025-09-27,Apparel,71.22,0,4
O000107,2025-08-09,Apparel,84.58,1,4
O003252,2025-10-21,Apparel,52.72,1,5
O011260,2026-03-09,Apparel,22.79,0,4
O014935,2026-05-21,Home,98.34,0,2
O014730,2026-05-04,Electronics,119.93,0,5
O005208,2025-11-05,Electronics,110.35,0,3
O003400,2025-10-29,Electronics,99.6,0,4
O007208,2025-12-14,Electronics,87.08,0,3
O010741,2026-03-01,Apparel,39.74,1,3
O014800,2026-05-06,Electronics,138.15,0,3
O002921,2025-10-12,Apparel,26.18,0,3
O009859,2026-02-21,Electronics,117.7,0,4
O010780,2026-03-22,Apparel,39.63,0,4
O012019,2026-03-06,Home,68.23,0,3
O014180,2026-05-22,Apparel,75.74,0,2
O011950,2026-03-13,Home,54.01,0,2
O006112,2025-12-21,Apparel,54.39,0,5
O016743,2026-06-08,Home,57.98,1,3
O017553,2026-07-10,Electronics,109.04,0,1
O003073,2025-10-25,Apparel,57.35,0,3
O002352,2025-09-02,Home,32.49,0,3
O013898,2026-05-05,Apparel,31.71,0,3
O006525,2025-12-01,Electronics,93.2,0,1
O011261,2026-03-02,Apparel,50.02,0,4
O001472,2025-09-05,Apparel,138.84,0,2
O009099,2026-01-10,Home,68.67,0,2
O015273,2026-06-12,Apparel,110.41,0,2
O003643,2025-10-11,Electronics,204.26,0,3
O003419,2025-10-29,Electronics,166.06,0,2
O006506,2025-12-09,Apparel,51.33,0,3
O016858,2026-07-25,Apparel,80.11,0,2
O018023,2026-07-15,Home,56.7,0,2
O000772,2025-08-01,Electronics,257.28,0,4
O003791,2025-10-12,Home,138.35,0,3
O016256,2026-06-27,Electronics,234.41,0,4
O011367,2026-03-27,Electronics,223.56,0,4
O015206,2026-05-16,Home,94.37,1,3
O010128,2026-02-01,Electronics,191.7,0,2
O006635,2025-12-22,Electronics,82.6,0,2
O005192,2025-11-25,Electronics,119.14,0,2
O010118,2026-02-10,Electronics,189.7,0,3
O000329,2025-08-08,Apparel,65.11,0,3
O005296,2025-11-02,Electronics,270.65,0,4
O012454,2026-04-01,Apparel,44.72,0,3
O017284,2026-07-27,Apparel,45.3,0,2
O007668,2025-12-25,Home,152.16,0,3
O015053,2026-05-18,Home,54.25,0,3
O018080,2026-07-26,Home,80.12,0,2
O013592,2026-04-11,Home,64.27,0,4
O016215,2026-06-03,Electronics,314.88,0,2
O013674,2026-04-29,Home,67.59,0,5
O003067,2025-10-13,Apparel,73.95,0,4
O010607,2026-02-24,Home,161.1,0,5
O007736,2026-01-08,Apparel,43.28,1,4
O000408,2025-08-27,Apparel,57.52,0,1
O000775,2025-08-28,Electronics,103.88,0,3
O007852,2026-01-18,Apparel,60.02,0,2
O017211,2026-07-04,Apparel,92.74,0,4
O002837,2025-10-20,Apparel,75.06,0,3
O006468,2025-12-06,Apparel,66.45,0,3
O016210,2026-06-11,Electronics,257.07,0,3
O007868,2026-01-17,Apparel,30.77,0,4
O017914,2026-07-12,Electronics,119.66,1,2
O002867,2025-10-27,Apparel,18.9,0,3
O007563,2025-12-04,Home,55.27,0,4
O000144,2025-08-03,Apparel,68.03,0,4
O003994,2025-10-27,Home,8,0,3
O016366,2026-06-30,Electronics,254.15,0,2
O012930,2026-04-02,Electronics,134.88,0,3
O010311,2026-02-15,Home,65.82,1,4
O014425,2026-05-26,Electronics,120.89,0,4
O012879,2026-04-08,Electronics,121.15,0,3
O016753,2026-06-22,Home,74.52,0,3
O012114,2026-03-08,Home,38.78,0,4
O001044,2025-08-23,Home,12.61,0,3
O016830,2026-07-21,Apparel,74.23,0,3
O013919,2026-05-08,Apparel,78.3,0,3
O006019,2025-12-17,Apparel,67.42,0,5
O005311,2025-11-15,Home,69.98,0,4
O007741,2026-01-22,Apparel,53.11,0,2
O003562,2025-10-23,Electronics,310.45,0,3
O014656,2026-05-05,Electronics,270.07,0,1
O015777,2026-06-17,Apparel,75.17,0,3
O008361,2026-01-11,Electronics,180.31,0,3
O012140,2026-03-21,Home,79.66,0,3
O010752,2026-03-12,Apparel,44.42,0,6
O009831,2026-02-02,Electronics,264.24,0,3
O001278,2025-08-10,Home,78.93,0,3
O013977,2026-05-11,Apparel,71.6,0,4
O007152,2025-12-04,Electronics,8,0,3
O009136,2026-01-15,Home,112.31,0,5
O015159,2026-05-12,Home,184.89,0,3
O003948,2025-10-17,Home,66.53,0,4
