claim_id,open_date,line,cycle_days,paid_amount_usd,subrogation_recovered
L001488,2025-11-26,Auto,29,1673,0
L001773,2025-11-25,Liability,73,13207,0
L000112,2025-08-08,Auto,9,5151,0
L001758,2025-11-07,Liability,41,18566,0
L004367,2026-05-22,Auto,22,5132,0
L002450,2026-01-16,Auto,44,1008,0
L001803,2025-11-17,Liability,70,22149,0
L004336,2026-05-17,Auto,25,4118,0
L001933,2025-12-13,Auto,41,1381,1
L000181,2025-08-22,Auto,7,7014,0
L005604,2026-07-13,Property,33,300,0
L000031,2025-08-20,Auto,36,300,1
L005257,2026-06-16,Liability,13,11584,1
L005724,2026-07-11,Liability,50,25763,0
L000728,2025-09-07,Property,84,300,0
L003697,2026-03-17,Property,45,21107,0
L003903,2026-04-27,Auto,32,1375,0
L004571,2026-05-29,Property,20,15579,1
L003478,2026-03-26,Auto,51,535,0
L002685,2026-01-03,Property,42,8872,0
L002766,2026-01-12,Liability,62,7179,0
L001669,2025-11-01,Property,62,9221,0
L000649,2025-09-06,Auto,39,2825,0
L004496,2026-05-11,Auto,17,1898,1
L001538,2025-11-16,Auto,33,2876,0
L000180,2025-08-09,Auto,41,4177,0
L002113,2025-12-29,Property,46,16947,0
L000366,2025-08-27,Liability,47,10256,0
L000579,2025-09-17,Auto,42,5690,0
L005074,2026-06-09,Property,5,18255,0
L000668,2025-09-12,Property,30,5046,0
L000564,2025-09-08,Auto,32,4348,0
L001346,2025-10-05,Liability,35,29247,0
L001407,2025-11-17,Auto,22,873,0
L001130,2025-10-29,Property,42,7550,0
L005665,2026-07-09,Property,24,5957,0
L005307,2026-07-22,Auto,26,300,0
L004247,2026-04-03,Liability,59,19988,0
L004212,2026-04-07,Property,56,4619,0
L000157,2025-08-01,Auto,30,6778,0
L001383,2025-11-30,Auto,41,3440,0
L002788,2026-01-04,Liability,38,25235,0
L000793,2025-09-17,Property,42,12241,0
L000918,2025-10-30,Auto,42,5785,0
L001007,2025-10-24,Auto,37,3270,0
L001108,2025-10-18,Auto,26,2864,0
L003628,2026-03-02,Property,37,2999,0
L004428,2026-05-21,Auto,14,8410,0
L000127,2025-08-01,Auto,50,9087,0
L004436,2026-05-12,Auto,16,6833,0
L002020,2025-12-31,Auto,48,4853,0
L000737,2025-09-05,Property,67,10300,1
L002698,2026-01-24,Property,47,4730,0
L001455,2025-11-25,Auto,29,6526,0
L000702,2025-09-12,Property,44,11534,0
L000766,2025-09-19,Property,43,16570,0
L000284,2025-08-09,Property,70,2065,0
L005309,2026-07-20,Auto,22,1196,0
L002430,2026-01-19,Auto,31,4613,0
L002385,2026-01-24,Auto,46,4315,1
L001114,2025-10-18,Auto,30,6934,0
L002566,2026-01-28,Auto,11,5797,0
L000811,2025-09-18,Property,58,4219,0
L005754,2026-07-27,Liability,20,26731,0
L000498,2025-09-12,Auto,38,7158,0
L000371,2025-08-31,Liability,58,29770,0
L004174,2026-04-04,Property,44,9369,0
L000513,2025-09-28,Auto,64,2685,0
L001537,2025-11-04,Auto,33,6289,0
L000601,2025-09-13,Auto,36,5857,0
L001897,2025-12-09,Auto,41,3104,0
L000877,2025-09-17,Liability,62,13607,0
L000292,2025-08-21,Property,35,9993,0
L005263,2026-06-03,Liability,46,1600,0
L002640,2026-01-13,Property,40,12295,1
L005095,2026-06-29,Property,23,11804,0
L003240,2026-02-12,Property,32,300,0
L004001,2026-04-30,Auto,25,9385,0
L005379,2026-07-22,Auto,17,3228,0
L002758,2026-01-02,Property,41,8528,0
L001828,2025-11-17,Liability,62,16418,0
L003701,2026-03-31,Property,73,9830,0
L004185,2026-04-14,Property,26,2074,0
L004548,2026-05-28,Property,15,7275,0
L005151,2026-06-26,Property,44,12167,0
L001717,2025-11-06,Property,5,6016,0
L000194,2025-08-13,Auto,40,7114,1
L003548,2026-03-16,Auto,21,3531,1
L005357,2026-07-04,Auto,15,1984,0
L002177,2025-12-27,Property,33,11545,1
L000826,2025-09-12,Liability,61,625,0
L004171,2026-04-10,Property,56,23990,0
L001167,2025-10-22,Property,61,16852,0
L000337,2025-08-28,Property,52,300,0
L004147,2026-04-14,Property,59,13840,0
L005286,2026-07-22,Auto,20,6024,0
L001377,2025-11-04,Auto,26,300,0
L000459,2025-09-04,Auto,35,9330,0
L001759,2025-11-16,Liability,76,26046,0
L001519,2025-11-07,Auto,58,7002,0
L004518,2026-05-17,Auto,18,5847,0
L003771,2026-03-15,Liability,63,17351,0
L003362,2026-03-01,Auto,32,4863,1
L000725,2025-09-27,Property,51,3641,0
L000483,2025-09-11,Auto,40,1176,0
L005326,2026-07-26,Auto,29,6499,0
L002611,2026-01-07,Property,66,1559,0
L000273,2025-08-15,Property,74,10844,0
L001987,2025-12-27,Auto,38,3429,0
L005556,2026-07-19,Property,33,15758,0
L005592,2026-07-02,Property,30,17718,0
L003471,2026-03-01,Auto,29,4807,0
L000344,2025-08-16,Property,36,14335,0
L004930,2026-06-26,Auto,23,1636,0
L001164,2025-10-17,Property,59,9392,0
L000999,2025-10-09,Auto,27,378,0
L002190,2025-12-18,Property,81,300,0
L004217,2026-04-25,Property,33,10621,0
L001760,2025-11-12,Liability,41,26975,0
L001168,2025-10-24,Property,39,19035,0
L000144,2025-08-03,Auto,28,2401,0
L002386,2026-01-23,Auto,35,5951,0
L000030,2025-08-13,Auto,5,8594,0
L003088,2026-02-15,Property,46,8860,0
L001672,2025-11-22,Property,64,7967,0
L002065,2025-12-06,Auto,5,4048,0
L005532,2026-07-04,Property,47,15886,0
L004074,2026-04-17,Property,32,15215,0
L004452,2026-05-22,Auto,20,7633,0
L004885,2026-06-29,Auto,33,2240,0
L004389,2026-05-10,Auto,22,1253,1
L003990,2026-04-29,Auto,21,4515,0
L001270,2025-10-21,Property,57,18101,0
L004029,2026-04-26,Auto,27,3375,0
L001033,2025-10-01,Auto,40,1862,1
L003307,2026-02-09,Liability,51,17128,0
L001232,2025-10-27,Property,69,15119,0
L001638,2025-11-23,Property,59,12352,0
L004963,2026-06-05,Auto,21,7518,0
L001008,2025-10-21,Auto,46,6884,0
L002830,2026-01-29,Liability,81,6734,0
L002043,2025-12-04,Auto,28,4550,0
L002036,2025-12-30,Auto,40,1296,0
L003265,2026-02-22,Liability,30,4086,0
L002105,2025-12-13,Property,56,7689,0
L000232,2025-08-05,Property,32,14059,0
L003736,2026-03-12,Property,88,17843,0
L001239,2025-10-02,Property,46,14735,0
L002151,2025-12-30,Property,59,8951,0
L003284,2026-02-14,Liability,106,10502,0
L005188,2026-06-19,Property,28,6844,0
L000355,2025-08-08,Property,38,16104,0
L003328,2026-02-25,Liability,74,5033,0
L005625,2026-07-15,Property,35,13714,0
L002615,2026-01-19,Property,61,20498,0
L002350,2025-12-28,Liability,34,10790,0
L003830,2026-03-16,Liability,56,21153,0
L000661,2025-09-15,Auto,31,3255,0
L001009,2025-10-26,Auto,55,1074,0
L001830,2025-11-22,Liability,79,16456,0
L000274,2025-08-14,Property,57,18468,0
L005023,2026-06-28,Auto,32,4798,0
L001547,2025-11-16,Auto,27,5868,1
L000943,2025-10-13,Auto,34,3225,0
L002871,2026-02-17,Auto,31,3807,0
L001322,2025-10-02,Liability,75,9848,0
L002063,2025-12-11,Auto,41,5464,0
L002837,2026-01-01,Liability,69,18868,0
L002127,2025-12-02,Property,56,300,0
L000280,2025-08-04,Property,42,8941,0
L000222,2025-08-05,Property,39,6488,0
L001409,2025-11-22,Auto,59,3758,0
L002411,2026-01-29,Auto,51,5155,0
L002328,2025-12-25,Liability,46,4447,0
L003083,2026-02-14,Auto,42,7767,0
L003679,2026-03-08,Property,40,13992,1
L000260,2025-08-05,Property,36,6818,0
L002240,2025-12-06,Property,20,20028,0
L004551,2026-05-01,Property,35,14576,1
L002608,2026-01-07,Property,86,13581,0
L004084,2026-04-24,Property,37,8447,0
L003994,2026-04-23,Auto,35,6518,0
L001863,2025-12-18,Auto,36,7112,0
L002847,2026-01-08,Liability,53,22431,0
L003219,2026-02-26,Property,40,7382,1
L001294,2025-10-19,Liability,53,300,0
L002059,2025-12-25,Auto,38,1906,0
L003089,2026-02-02,Property,79,7507,0
L000616,2025-09-23,Auto,35,2034,0
L004012,2026-04-03,Auto,17,5138,0
L000275,2025-08-17,Property,66,12165,0
L005227,2026-06-13,Liability,69,7698,0
L000290,2025-08-11,Property,42,9904,1
L000882,2025-09-27,Liability,50,8583,1
L001258,2025-10-02,Property,51,13133,0
L000683,2025-09-18,Property,55,5722,0
L005401,2026-07-04,Auto,31,4413,1
L000704,2025-09-11,Property,40,6830,0
L004135,2026-04-21,Property,46,20523,0
L000936,2025-10-12,Auto,25,5014,0
L005405,2026-07-26,Auto,14,2830,0
L004377,2026-05-23,Auto,17,340,0
L003315,2026-02-02,Liability,95,8895,0
L002284,2025-12-29,Liability,22,7542,0
L003793,2026-03-25,Liability,31,28118,0
L001809,2025-11-26,Liability,57,3264,0
L004465,2026-05-06,Auto,35,6012,0
L003747,2026-03-29,Liability,55,16096,0
L001215,2025-10-22,Property,58,10913,0
L004179,2026-04-16,Property,41,8695,0
L004691,2026-05-03,Property,49,16613,1
L002582,2026-01-23,Auto,26,4753,1
L001574,2025-11-28,Auto,21,3439,0
L005450,2026-07-13,Auto,11,3281,0
L004493,2026-05-17,Auto,26,919,0
L003692,2026-03-11,Property,45,4591,0
L000402,2025-08-08,Liability,107,23669,0
L003686,2026-03-28,Property,40,7378,0
L001637,2025-11-25,Property,20,13374,0
L000330,2025-08-19,Property,37,14745,0
L003649,2026-03-28,Property,87,22435,0
L001092,2025-10-18,Auto,35,6735,1
L003694,2026-03-21,Property,66,10673,0
L004700,2026-05-12,Property,40,14549,0
L003849,2026-04-09,Auto,33,4310,0
L002642,2026-01-21,Property,47,300,0
L002076,2025-12-27,Auto,50,7165,0
L003531,2026-03-10,Auto,33,999,0
L002373,2025-12-10,Liability,67,21991,0
L004242,2026-04-16,Liability,36,14537,0
L001212,2025-10-19,Property,59,14292,1
L004945,2026-06-15,Auto,5,5424,0
L001817,2025-11-28,Liability,60,12632,0
L004376,2026-05-02,Auto,25,1897,0
L004229,2026-04-07,Liability,57,10854,1
L002501,2026-01-05,Auto,57,4272,0
L001788,2025-11-12,Liability,49,21687,0
L003104,2026-02-27,Property,19,15744,0
L001013,2025-10-13,Auto,43,2453,1
L002022,2025-12-22,Auto,55,7930,0
L001188,2025-10-25,Property,37,13860,0
L000904,2025-09-29,Liability,60,20146,0
L001618,2025-11-15,Property,48,300,0
L000554,2025-09-01,Auto,21,1145,0
L005021,2026-06-01,Auto,16,4100,0
L000932,2025-10-21,Auto,40,2597,0
L005022,2026-06-29,Auto,22,2829,0
L004363,2026-05-18,Auto,22,3935,1
L000446,2025-08-24,Liability,104,300,0
L002525,2026-01-14,Auto,27,5966,0
L000452,2025-09-07,Auto,31,5121,0
L001012,2025-10-17,Auto,36,6022,0
L000492,2025-09-02,Auto,35,4320,0
L004114,2026-04-02,Property,30,18806,0
L003001,2026-02-20,Auto,39,2381,0
L002810,2026-01-23,Liability,71,23886,0
L000745,2025-09-02,Property,58,14053,0
L001035,2025-10-22,Auto,25,4474,0
L002572,2026-01-19,Auto,30,4633,0
L002732,2026-01-31,Property,64,12026,0
L005078,2026-06-30,Property,29,12766,0
L004454,2026-05-29,Auto,13,2472,0
L000478,2025-09-09,Auto,47,6127,1
L001084,2025-10-03,Auto,40,1948,0
L003666,2026-03-30,Property,53,17722,0
L004514,2026-05-09,Auto,11,4736,0
L004500,2026-05-12,Auto,25,7611,1
L004865,2026-06-28,Auto,16,5712,0
L000487,2025-09-21,Auto,49,3634,0
L004394,2026-05-29,Auto,28,2317,0
L001767,2025-11-18,Liability,71,8076,0
L004269,2026-04-04,Liability,48,13690,0
L003020,2026-02-19,Auto,34,2997,0
L000696,2025-09-24,Property,95,13257,0
L004285,2026-04-19,Liability,62,13498,0
L003209,2026-02-07,Property,23,2963,0
L000795,2025-09-09,Property,58,3991,0
L001988,2025-12-18,Auto,38,7279,0
L000101,2025-08-12,Auto,21,8469,0
L000193,2025-08-04,Auto,28,2193,0
L001296,2025-10-06,Liability,46,300,0
L002681,2026-01-29,Property,42,13974,0
L005706,2026-07-05,Liability,48,14986,0
L005332,2026-07-24,Auto,16,3566,0
L005518,2026-07-10,Property,18,7570,0
L002410,2026-01-31,Auto,29,6475,0
L002070,2025-12-04,Auto,35,6481,0
L000855,2025-09-28,Liability,90,9325,0
L004788,2026-05-01,Liability,83,6792,0
L001163,2025-10-13,Property,54,2977,0
L002077,2025-12-12,Auto,40,4229,0
L004338,2026-05-01,Auto,11,6012,0
L004740,2026-05-18,Liability,58,14235,0
L000500,2025-09-24,Auto,35,438,0
L003172,2026-02-14,Property,64,7312,0
L000802,2025-09-14,Property,36,1470,1
L001843,2025-11-28,Liability,55,13067,0
L002053,2025-12-24,Auto,38,3591,1
L000849,2025-09-16,Liability,65,300,0
L004526,2026-05-14,Auto,37,8053,0
L000135,2025-08-01,Auto,33,4486,0
L005680,2026-07-01,Liability,41,6428,0
L002551,2026-01-29,Auto,13,4159,0
L000622,2025-09-17,Auto,25,5465,0
L004515,2026-05-01,Auto,24,2715,1
L002007,2025-12-14,Auto,33,6091,0
L000332,2025-08-28,Property,39,15825,0
L002005,2025-12-23,Auto,56,2828,0
L003253,2026-02-14,Liability,62,14597,0
L001952,2025-12-14,Auto,35,9866,0
L001374,2025-11-11,Auto,55,4731,0
L000350,2025-08-20,Property,45,8952,0
L004721,2026-05-05,Liability,45,17367,0
L002189,2025-12-17,Property,57,11650,0
L001397,2025-11-20,Auto,36,1428,0
L002880,2026-02-01,Auto,33,3049,1
L004426,2026-05-27,Auto,17,4248,0
L001184,2025-10-28,Property,32,7846,0
L001127,2025-10-02,Property,86,3678,0
L001869,2025-12-27,Auto,35,5258,1
L000433,2025-08-06,Liability,5,8164,0
L002512,2026-01-11,Auto,37,5253,0
L002327,2025-12-24,Liability,77,13101,0
L002086,2025-12-16,Property,57,13490,0
L001073,2025-10-27,Auto,35,2962,0
L004245,2026-04-27,Liability,9,25855,0
L003483,2026-03-04,Auto,30,5278,0
L003948,2026-04-05,Auto,20,2232,0
L005250,2026-06-01,Liability,33,300,0
L001049,2025-10-05,Auto,44,1629,1
L000096,2025-08-25,Auto,38,6165,0
L004031,2026-04-20,Auto,23,3323,0
L003157,2026-02-05,Property,66,10807,0
L003723,2026-03-31,Property,49,18743,0
L005751,2026-07-24,Liability,5,28938,0
L000747,2025-09-25,Property,47,11225,0
L005173,2026-06-11,Property,22,8317,0
L000961,2025-10-05,Auto,21,7103,0
L000266,2025-08-30,Property,40,11774,0
L000897,2025-09-01,Liability,48,6370,0
L002983,2026-02-23,Auto,44,4732,1
L001576,2025-11-01,Auto,32,8731,0
L001279,2025-10-26,Liability,49,18082,0
L002176,2025-12-17,Property,55,7231,1
L003980,2026-04-28,Auto,25,8203,0
L004105,2026-04-18,Property,51,18994,0
L005202,2026-06-08,Liability,51,13574,0
L003542,2026-03-13,Auto,44,5648,0
L001245,2025-10-30,Property,42,5569,0
L001324,2025-10-24,Liability,54,22213,0
L003866,2026-04-11,Auto,29,300,0
L001795,2025-11-22,Liability,45,300,0
L000835,2025-09-23,Liability,63,15370,0
L000861,2025-09-12,Liability,40,10593,0
L002051,2025-12-19,Auto,16,2635,0
L001189,2025-10-10,Property,49,6431,0
L002547,2026-01-17,Auto,13,5549,0
L002671,2026-01-24,Property,71,10023,0
L001712,2025-11-23,Property,38,8242,0
L004863,2026-06-30,Auto,19,9170,0
L005230,2026-06-16,Liability,55,9126,0
L002080,2025-12-04,Auto,52,5043,0
L005343,2026-07-19,Auto,14,3499,1
L002505,2026-01-18,Auto,32,4479,1
L001851,2025-12-21,Auto,16,4140,0
L004569,2026-05-02,Property,26,8654,0
L001667,2025-11-16,Property,44,14695,0
L001318,2025-10-01,Liability,89,20150,0
L002961,2026-02-09,Auto,53,5029,1
L004456,2026-05-07,Auto,19,1825,0
L002110,2025-12-05,Property,50,12322,0
L000342,2025-08-27,Property,38,17700,0
L003152,2026-02-08,Property,42,10227,0
L003032,2026-02-15,Auto,24,6898,0
L003601,2026-03-09,Property,38,2026,0
L002814,2026-01-20,Liability,49,23572,0
L003739,2026-03-17,Liability,48,8853,0
L000519,2025-09-18,Auto,46,6313,0
L002653,2026-01-13,Property,27,10276,0
L005140,2026-06-16,Property,48,8718,0
L003786,2026-03-10,Liability,61,5791,0
L001118,2025-10-20,Auto,51,300,0
L002815,2026-01-04,Liability,27,300,0
L003574,2026-03-11,Property,56,12019,0
L003444,2026-03-07,Auto,48,7134,0
L003016,2026-02-10,Auto,37,641,0
L000773,2025-09-26,Property,45,5500,0
L005597,2026-07-14,Property,30,300,0
L001262,2025-10-18,Property,45,11175,0
L001256,2025-10-20,Property,63,15451,0
L000196,2025-08-01,Auto,31,6369,0
L000653,2025-09-26,Auto,41,7037,0
L002343,2025-12-23,Liability,68,19529,0
L004444,2026-05-11,Auto,32,5368,0
L001400,2025-11-30,Auto,34,6884,1
L001636,2025-11-29,Property,44,5128,0
L004926,2026-06-09,Auto,13,1719,0
L001264,2025-10-12,Property,43,9883,0
L003300,2026-02-03,Liability,66,18000,0
L000179,2025-08-03,Auto,23,3237,0
L001123,2025-10-09,Property,72,11911,0
L004180,2026-04-29,Property,47,4320,1
L004182,2026-04-04,Property,39,9113,0
L004348,2026-05-19,Auto,31,4176,0
L000677,2025-09-27,Property,32,10513,0
L003663,2026-03-30,Property,71,13014,0
L003373,2026-03-14,Auto,15,1396,0
L000827,2025-09-15,Liability,53,15485,0
L000968,2025-10-02,Auto,15,2767,0
L001650,2025-11-27,Property,48,3940,1
L002740,2026-01-09,Property,60,7351,0
L001651,2025-11-21,Property,36,20288,0
L003190,2026-02-02,Property,85,13767,0
L005388,2026-07-04,Auto,16,1915,0
L002057,2025-12-18,Auto,35,6127,0
L005576,2026-07-10,Property,20,11631,0
L001789,2025-11-26,Liability,47,5184,0
L003963,2026-04-15,Auto,14,7639,0
L000396,2025-08-09,Liability,71,24440,0
L002230,2025-12-05,Property,56,13953,0
L004702,2026-05-17,Property,53,11091,0
L004837,2026-06-01,Auto,24,1735,1
L001030,2025-10-02,Auto,35,4132,0
L001551,2025-11-20,Auto,10,7295,0
L001430,2025-11-09,Auto,35,2322,0
L002812,2026-01-03,Liability,60,21305,0
L001011,2025-10-14,Auto,36,2911,0
L003792,2026-03-15,Liability,42,16002,0
L002351,2025-12-20,Liability,101,21984,0
L002890,2026-02-05,Auto,31,300,0
L003756,2026-03-25,Liability,88,17500,0
L003728,2026-03-06,Property,84,19836,0
L003753,2026-03-27,Liability,23,300,0
L005105,2026-06-02,Property,26,8434,0
L000735,2025-09-14,Property,52,8997,0
L001571,2025-11-09,Auto,26,1810,0
L001666,2025-11-01,Property,25,14835,1
L001042,2025-10-07,Auto,22,4566,0
L005545,2026-07-13,Property,20,9546,0
L005030,2026-06-18,Auto,22,1957,0
L005591,2026-07-29,Property,26,16629,0
L005147,2026-06-14,Property,35,451,0
L003040,2026-02-14,Auto,16,4007,0
L004649,2026-05-14,Property,21,15171,0
L003566,2026-03-31,Auto,16,5960,0
L001656,2025-11-05,Property,38,9931,0
L001649,2025-11-03,Property,62,7037,0
L005391,2026-07-30,Auto,23,2853,0
L001439,2025-11-16,Auto,35,761,0
L005510,2026-07-12,Auto,15,8250,0
L003440,2026-03-19,Auto,56,8015,0
L000341,2025-08-02,Property,89,14760,0
L002245,2025-12-29,Property,44,11103,0
L000365,2025-08-06,Liability,114,300,0
L002726,2026-01-09,Property,51,3262,0
L000699,2025-09-21,Property,66,9214,0
L004993,2026-06-03,Auto,23,3851,0
L004002,2026-04-16,Auto,14,1060,0
L004536,2026-05-23,Auto,19,6923,0
L001289,2025-10-27,Liability,97,8912,0
L004537,2026-05-29,Auto,28,9070,0
L003332,2026-02-15,Liability,104,16018,0
L004810,2026-06-09,Auto,27,2636,1
L005746,2026-07-15,Liability,68,1382,0
L003005,2026-02-04,Auto,47,1990,0
L002267,2025-12-22,Property,70,10794,0
L003984,2026-04-29,Auto,37,6938,0
L002445,2026-01-07,Auto,33,3425,0
L002253,2025-12-16,Property,51,13644,0
L002263,2025-12-11,Property,86,2201,0
L001078,2025-10-28,Auto,27,5534,0
L000163,2025-08-24,Auto,41,1980,0
L001737,2025-11-06,Property,63,22562,0
L003928,2026-04-01,Auto,14,1083,0
L005125,2026-06-19,Property,34,15848,0
L002530,2026-01-20,Auto,63,9349,0
L004132,2026-04-01,Property,60,7202,0
L000444,2025-08-29,Liability,85,12140,0
L004491,2026-05-28,Auto,26,10546,1
L001098,2025-10-18,Auto,26,382,0
L001836,2025-11-03,Liability,84,31335,0
L000697,2025-09-26,Property,60,5913,1
L002737,2026-01-29,Property,26,6620,0
L002305,2025-12-30,Liability,29,19310,0
L000103,2025-08-25,Auto,40,3564,0
L003077,2026-02-24,Auto,24,7829,0
L005318,2026-07-24,Auto,9,7754,0
L000011,2025-08-06,Auto,33,6669,0
L001395,2025-11-10,Auto,40,8487,0
L004296,2026-04-08,Liability,16,21718,1
L000312,2025-08-18,Property,38,12506,0
L005099,2026-06-09,Property,30,12076,0
L002401,2026-01-22,Auto,36,6148,0
L002443,2026-01-14,Auto,50,555,0
L005546,2026-07-16,Property,20,2126,1
L001284,2025-10-25,Liability,63,300,0
L005129,2026-06-15,Property,39,14014,0
L005042,2026-06-27,Property,37,7605,0
L005658,2026-07-25,Property,29,8016,0
L004504,2026-05-07,Auto,24,9209,0
L004282,2026-04-02,Liability,72,17789,0
L000298,2025-08-29,Property,50,4365,0
L004794,2026-05-11,Liability,54,8816,0
L003048,2026-02-10,Auto,36,5651,0
L002256,2025-12-28,Property,65,16600,0
L001029,2025-10-23,Auto,41,6346,0
L001824,2025-11-24,Liability,57,13362,0
L000944,2025-10-16,Auto,43,300,0
L002074,2025-12-23,Auto,33,4027,0
L003763,2026-03-04,Liability,74,300,0
L005723,2026-07-28,Liability,84,16179,0
L003472,2026-03-01,Auto,38,4244,0
L000655,2025-09-17,Auto,46,6503,0
L004722,2026-05-22,Liability,57,14931,0
L002315,2025-12-02,Liability,85,5182,0
L003965,2026-04-16,Auto,5,4985,0
L005674,2026-07-07,Liability,59,23954,0
L002336,2025-12-24,Liability,39,25973,0
L005342,2026-07-03,Auto,25,300,0
L004236,2026-04-03,Liability,36,11403,0
L000200,2025-08-24,Auto,31,4022,0
L004824,2026-06-15,Auto,13,3230,0
L004965,2026-06-10,Auto,17,1802,0
L000113,2025-08-17,Auto,27,6711,0
L003286,2026-02-13,Liability,82,10590,0
L000430,2025-08-27,Liability,76,21337,0
L005635,2026-07-22,Property,26,3747,0
L000762,2025-09-07,Property,82,19649,0
L005721,2026-07-22,Liability,54,21253,0
L003586,2026-03-15,Property,66,11371,0
L002927,2026-02-12,Auto,32,8059,0
L000765,2025-09-14,Property,30,12906,0
L002486,2026-01-23,Auto,10,1550,0
L002893,2026-02-02,Auto,30,3118,1
L002773,2026-01-21,Liability,51,21909,0
L004177,2026-04-13,Property,59,7555,0
L001365,2025-10-28,Liability,18,4936,0
L003507,2026-03-13,Auto,34,4630,0
L000646,2025-09-15,Auto,32,3336,0
L003581,2026-03-29,Property,52,6805,0
L000593,2025-09-25,Auto,50,4534,1
L002933,2026-02-09,Auto,36,5315,0
L005475,2026-07-13,Auto,30,7189,0
L005421,2026-07-09,Auto,15,4887,0
L004828,2026-06-18,Auto,25,9819,0
L005707,2026-07-09,Liability,79,15658,0
L005429,2026-07-03,Auto,10,3614,0
L003298,2026-02-11,Liability,66,21674,0
L002049,2025-12-03,Auto,27,5458,0
L004820,2026-06-24,Auto,10,8646,0
L003408,2026-03-14,Auto,35,5387,0
L004181,2026-04-02,Property,59,9944,0
L002915,2026-02-17,Auto,56,3864,0
L002964,2026-02-24,Auto,39,6166,1
L001194,2025-10-18,Property,26,9651,0
L005521,2026-07-18,Property,51,5683,0
L003263,2026-02-22,Liability,28,300,0
L001799,2025-11-02,Liability,112,12946,0
L003349,2026-03-09,Auto,39,4394,0
L000351,2025-08-21,Property,70,7906,0
L000688,2025-09-14,Property,74,4685,0
L005163,2026-06-13,Property,28,9437,0
L000054,2025-08-31,Auto,42,2925,1
L000542,2025-09-12,Auto,19,3838,0
L001652,2025-11-20,Property,73,7908,1
L003101,2026-02-20,Property,30,4365,0
L000069,2025-08-09,Auto,33,2961,1
L003368,2026-03-21,Auto,16,2671,0
L001320,2025-10-04,Liability,68,8100,0
L003760,2026-03-05,Liability,87,300,0
L000085,2025-08-27,Auto,34,10583,0
L000974,2025-10-17,Auto,14,6092,0
L000117,2025-08-05,Auto,27,7355,0
L003208,2026-02-02,Property,61,12038,0
L002673,2026-01-27,Property,51,13267,0
L003376,2026-03-27,Auto,36,11078,0
L005577,2026-07-04,Property,49,17368,0
L001877,2025-12-25,Auto,10,300,0
L003352,2026-03-16,Auto,46,7345,0
L001606,2025-11-22,Property,41,15647,0
L000359,2025-08-05,Property,51,6231,0
L005590,2026-07-27,Property,38,8308,0
L000817,2025-09-20,Liability,51,27494,0
L000949,2025-10-05,Auto,36,12475,1
L004354,2026-05-03,Auto,25,733,0
L004356,2026-05-04,Auto,27,3509,0
L000996,2025-10-29,Auto,25,3672,0
L000236,2025-08-30,Property,51,15157,0
L004683,2026-05-15,Property,59,21368,0
L001044,2025-10-24,Auto,42,3487,1
L001494,2025-11-08,Auto,25,7138,0
L002590,2026-01-19,Auto,60,4275,0
L003287,2026-02-21,Liability,99,16524,0
L003685,2026-03-19,Property,48,16529,1
L004347,2026-05-23,Auto,25,5561,0
L001132,2025-10-20,Property,46,11608,0
L003011,2026-02-13,Auto,35,4210,0
L003634,2026-03-27,Property,41,3452,0
L003579,2026-03-20,Property,33,5243,0
L005600,2026-07-04,Property,47,21622,0
L000684,2025-09-07,Property,27,7354,0
L004898,2026-06-11,Auto,13,5069,0
L003594,2026-03-31,Property,73,14274,0
L000108,2025-08-02,Auto,10,3505,0
L002405,2026-01-11,Auto,11,3966,0
L003622,2026-03-24,Property,50,17537,0
L002859,2026-01-28,Liability,80,6165,1
L000576,2025-09-14,Auto,36,1822,0
L002527,2026-01-04,Auto,40,9221,0
L002363,2025-12-16,Liability,54,5479,0
L000239,2025-08-15,Property,40,13603,0
L004999,2026-06-26,Auto,14,7497,0
L001370,2025-11-04,Auto,44,300,0
L003038,2026-02-11,Auto,17,6685,0
L003272,2026-02-04,Liability,80,28279,0
L003690,2026-03-19,Property,8,11431,0
L000577,2025-09-20,Auto,23,4152,0
L003582,2026-03-21,Property,62,9939,0
L000540,2025-09-06,Auto,23,2832,0
L002416,2026-01-24,Auto,27,991,0
L002929,2026-02-02,Auto,34,8147,0
L004510,2026-05-11,Auto,5,5964,0
L003228,2026-02-24,Property,62,8468,0
L002900,2026-02-21,Auto,40,4661,0
L002693,2026-01-11,Property,44,17609,0
L001511,2025-11-09,Auto,63,4252,0
L003356,2026-03-09,Auto,57,10139,0
L003017,2026-02-27,Auto,45,4476,1
L001352,2025-10-24,Liability,85,10326,0
L000505,2025-09-28,Auto,19,5802,0
L000392,2025-08-25,Liability,70,18621,0
L004839,2026-06-15,Auto,17,1622,0
L001420,2025-11-07,Auto,22,1479,0
L000302,2025-08-03,Property,30,15061,0
L000682,2025-09-21,Property,30,7707,0
L002121,2025-12-24,Property,42,5825,0
L004466,2026-05-25,Auto,24,1588,1
L002337,2025-12-26,Liability,71,13863,1
L002963,2026-02-05,Auto,50,4193,1
L004800,2026-06-15,Auto,22,300,0
L003861,2026-04-04,Auto,21,3162,0
L001331,2025-10-08,Liability,52,23966,0
L005656,2026-07-02,Property,39,3959,0
L002850,2026-01-13,Liability,77,10228,0
L003249,2026-02-20,Property,80,2862,0
L000230,2025-08-11,Property,13,13628,1
L004941,2026-06-07,Auto,29,8749,0
