account_id,month,segment,utilization_pct,monthly_spend_usd,delinquent_30d
C007091,2026-01,Subprime,87,1268,0
C007092,2026-01,Subprime,81,961,0
C007093,2026-01,Subprime,68,523,1
C007094,2026-01,Subprime,63,418,0
C007095,2026-01,Subprime,42,199,0
C007096,2026-01,Subprime,94,722,1
C007097,2026-01,Subprime,94,540,0
C007098,2026-01,Subprime,58,721,0
C007099,2026-01,Subprime,53,1160,0
C007100,2026-01,Subprime,47,700,0
C007101,2026-01,Subprime,88,640,0
C007102,2026-01,Subprime,83,1180,1
C007103,2026-01,Subprime,83,827,0
C007104,2026-01,Subprime,81,1022,0
C007105,2026-01,Subprime,72,647,0
C007106,2026-01,Subprime,100,1335,0
C007107,2026-01,Subprime,73,827,1
C007108,2026-01,Subprime,53,458,0
C007109,2026-01,Subprime,57,326,0
C007110,2026-01,Subprime,74,449,0
C007111,2026-01,Subprime,72,701,1
C007112,2026-01,Subprime,59,659,0
C007113,2026-01,Subprime,48,769,1
C007114,2026-01,Subprime,80,968,1
C007115,2026-01,Subprime,77,11,0
C007116,2026-01,Subprime,87,336,0
C007117,2026-01,Subprime,89,578,0
C007118,2026-01,Subprime,94,602,0
C007119,2026-01,Subprime,55,136,0
C007120,2026-01,Subprime,77,190,0
C007121,2026-01,Subprime,71,442,0
C007122,2026-01,Subprime,64,313,1
C007123,2026-01,Subprime,68,426,0
C007124,2026-01,Subprime,56,709,0
C007125,2026-01,Subprime,80,1068,0
C007126,2026-01,Subprime,100,382,0
C007127,2026-01,Subprime,100,844,0
C007128,2026-01,Subprime,57,694,1
C007129,2026-01,Subprime,74,780,0
C007130,2026-01,Subprime,50,95,1
C007131,2026-01,Subprime,77,505,0
C007132,2026-01,Subprime,74,868,0
C007133,2026-01,Subprime,77,391,0
C007134,2026-01,Subprime,46,864,1
C007135,2026-01,Subprime,68,830,0
C007136,2026-01,Subprime,86,791,0
C007137,2026-01,Subprime,56,759,0
C007138,2026-01,Subprime,82,441,0
C007139,2026-01,Subprime,65,556,0
C007140,2026-01,Subprime,70,189,0
C007141,2026-01,Subprime,64,255,0
C007142,2026-01,Subprime,64,619,0
C007143,2026-01,Subprime,71,696,0
C007144,2026-01,Subprime,59,463,1
C007145,2026-01,Subprime,32,781,0
C007146,2026-01,Subprime,95,1045,0
C007147,2026-01,Subprime,77,367,0
C007148,2026-01,Subprime,75,910,0
C007149,2026-01,Subprime,75,570,0
C007150,2026-01,Subprime,100,468,0
C007151,2026-01,Subprime,100,545,0
C007152,2026-01,Subprime,67,639,0
C007153,2026-01,Subprime,82,376,0
C007154,2026-01,Subprime,70,962,0
C007155,2026-01,Subprime,78,151,0
C007156,2026-01,Subprime,94,413,0
C007157,2026-01,Subprime,61,634,0
C007158,2026-01,Subprime,29,665,0
C007159,2026-01,Subprime,90,659,0
C007160,2026-01,Subprime,100,710,0
C007161,2026-01,Subprime,68,773,1
C007162,2026-01,Subprime,38,701,1
C007163,2026-01,Subprime,62,490,0
C007164,2026-01,Subprime,74,1073,0
C007165,2026-01,Subprime,75,471,0
C007166,2026-01,Subprime,71,803,0
C007167,2026-01,Subprime,74,732,0
C007168,2026-01,Subprime,75,207,0
C007169,2026-01,Subprime,90,226,1
C007170,2026-01,Subprime,61,472,0
C007171,2026-01,Subprime,74,506,0
C007172,2026-01,Subprime,85,419,0
C007173,2026-01,Subprime,75,476,0
C007174,2026-01,Subprime,54,223,0
C007175,2026-01,Subprime,70,147,0
C007176,2026-01,Subprime,71,1070,0
C007177,2026-01,Subprime,84,291,0
C007178,2026-01,Subprime,59,650,0
C007179,2026-01,Subprime,66,866,0
C007180,2026-01,Subprime,58,561,0
C007181,2026-01,Subprime,41,1431,0
C007182,2026-01,Subprime,80,772,0
C007183,2026-01,Subprime,78,754,0
C007184,2026-01,Subprime,54,688,0
C007185,2026-01,Subprime,84,1149,0
C007186,2026-01,Subprime,25,475,0
C007187,2026-01,Subprime,93,451,0
C007188,2026-01,Subprime,100,562,0
C007189,2026-01,Subprime,83,443,0
C007190,2026-01,Subprime,86,490,0
C007191,2026-01,Subprime,69,831,0
C007192,2026-01,Subprime,29,409,0
C007193,2026-01,Subprime,76,157,0
C007194,2026-01,Subprime,45,749,0
C007195,2026-01,Subprime,80,458,1
C007196,2026-01,Subprime,44,626,0
C007197,2026-01,Subprime,75,991,0
C007198,2026-01,Subprime,77,459,0
C007199,2026-01,Subprime,63,462,0
C007200,2026-01,Subprime,91,803,1
C007201,2026-01,Subprime,99,787,0
C007202,2026-01,Subprime,43,628,0
C007203,2026-01,Subprime,79,509,0
C007204,2026-01,Subprime,74,256,0
C007205,2026-01,Subprime,62,551,0
C007206,2026-01,Subprime,100,501,0
C007207,2026-01,Subprime,35,360,0
C007208,2026-01,Subprime,72,387,0
C007209,2026-01,Subprime,56,787,0
C007210,2026-01,Subprime,53,867,0
C007211,2026-01,Subprime,85,797,0
C007212,2026-01,Subprime,71,548,0
C007213,2026-01,Subprime,68,593,1
C007214,2026-01,Subprime,74,825,0
C007215,2026-01,Subprime,70,732,1
C007216,2026-01,Subprime,100,335,0
C007217,2026-01,Subprime,53,524,0
C007218,2026-01,Subprime,83,545,1
C007219,2026-01,Subprime,52,921,0
C007220,2026-01,Subprime,71,718,0
C007221,2026-01,Subprime,92,1021,0
C007222,2026-01,Subprime,48,315,0
C007223,2026-01,Subprime,58,426,0
C007224,2026-01,Subprime,58,716,0
C007225,2026-01,Subprime,69,850,0
C007226,2026-01,Subprime,52,704,0
C007227,2026-01,Subprime,78,835,0
C007228,2026-01,Subprime,67,509,0
C007229,2026-01,Subprime,55,1471,0
C007230,2026-01,Subprime,57,901,0
C007231,2026-01,Subprime,92,730,0
C007232,2026-01,Subprime,75,553,0
C007233,2026-01,Subprime,79,760,0
C007234,2026-01,Subprime,65,465,0
C007235,2026-01,Subprime,65,1011,0
C007236,2026-01,Subprime,83,1208,0
C007237,2026-01,Subprime,57,959,0
C007238,2026-01,Subprime,85,880,1
C007239,2026-01,Subprime,54,733,0
C007240,2026-01,Subprime,48,909,0
C007241,2026-01,Subprime,69,1244,0
C007242,2026-01,Subprime,84,402,0
C007243,2026-01,Subprime,61,528,0
C007244,2026-01,Subprime,61,946,1
C007245,2026-01,Subprime,81,541,0
C007246,2026-01,Subprime,96,258,0
C007247,2026-01,Subprime,70,203,0
C007248,2026-01,Subprime,71,318,0
C007249,2026-01,Subprime,73,276,0
C007250,2026-01,Subprime,38,710,0
C007251,2026-01,Subprime,46,661,1
C007252,2026-01,Subprime,74,241,0
C007253,2026-01,Subprime,59,0,1
C007254,2026-01,Subprime,64,86,0
C007255,2026-01,Subprime,100,904,1
C007256,2026-01,Subprime,78,961,0
C007257,2026-01,Subprime,82,438,1
C007258,2026-01,Subprime,35,0,0
C007259,2026-01,Subprime,71,727,0
C007260,2026-01,Subprime,60,564,0
C007261,2026-01,Subprime,98,716,0
C007262,2026-01,Subprime,73,425,0
C007263,2026-01,Subprime,53,473,0
C007264,2026-01,Subprime,67,589,0
C007265,2026-01,Subprime,51,1330,0
C007266,2026-01,Subprime,73,857,0
C007267,2026-01,Subprime,65,202,1
C007268,2026-01,Subprime,100,570,0
C007269,2026-01,Subprime,26,785,0
C007270,2026-01,Subprime,83,386,0
C007271,2026-01,Subprime,55,577,0
C007272,2026-01,Subprime,58,649,1
C007273,2026-01,Subprime,74,613,0
C007274,2026-01,Subprime,52,212,0
C007275,2026-01,Subprime,53,535,0
C007276,2026-01,Subprime,64,929,0
C007277,2026-01,Subprime,72,461,0
C007278,2026-01,Subprime,57,618,0
C007279,2026-01,Subprime,90,264,0
C007280,2026-01,Subprime,64,777,0
C007281,2026-01,Subprime,93,274,0
C007282,2026-01,Subprime,96,434,0
C007283,2026-01,Subprime,79,403,0
C007284,2026-01,Subprime,94,200,0
C007285,2026-01,Subprime,93,284,0
C007286,2026-01,Subprime,71,905,0
C007287,2026-01,Subprime,58,195,0
C007288,2026-01,Subprime,82,222,0
C007289,2026-01,Subprime,52,757,0
C007290,2026-01,Subprime,48,523,0
C007291,2026-01,Subprime,49,734,0
C007292,2026-01,Subprime,51,273,0
C007293,2026-01,Subprime,65,477,0
C007294,2026-01,Subprime,53,895,0
C007295,2026-01,Subprime,65,902,0
C007296,2026-01,Subprime,81,406,0
C007297,2026-01,Subprime,84,1046,0
C007298,2026-01,Subprime,80,799,0
C007299,2026-01,Subprime,65,1342,0
C007300,2026-01,Subprime,76,246,0
C007301,2026-01,Subprime,75,387,0
C007302,2026-01,Subprime,92,394,0
C007303,2026-01,Subprime,79,384,0
C007304,2026-01,Subprime,68,339,0
C007305,2026-01,Subprime,89,681,0
C007306,2026-01,Subprime,67,888,0
C007307,2026-01,Subprime,86,577,0
C007308,2026-01,Subprime,66,479,0
C007309,2026-01,Subprime,62,683,0
C007310,2026-01,Subprime,75,782,1
C007311,2026-01,Subprime,79,546,0
C007312,2026-01,Subprime,83,1008,0
C007313,2026-01,Subprime,95,360,0
C007314,2026-01,Subprime,51,1088,0
C007315,2026-01,Subprime,69,420,0
C007316,2026-01,Subprime,89,57,0
C007317,2026-01,Subprime,87,327,0
C007318,2026-01,Subprime,94,614,0
C007319,2026-01,Subprime,51,148,0
C007320,2026-01,Subprime,71,589,0
C007321,2026-02,Prime,1,1340,0
C007322,2026-02,Prime,5,1339,0
C007323,2026-02,Prime,34,1881,0
C007324,2026-02,Prime,1,315,0
C007325,2026-02,Prime,36,915,0
C007326,2026-02,Prime,45,1364,0
C007327,2026-02,Prime,1,0,0
C007328,2026-02,Prime,24,1096,0
C007329,2026-02,Prime,26,1683,0
C007330,2026-02,Prime,50,482,0
C007331,2026-02,Prime,25,973,0
C007332,2026-02,Prime,27,1849,0
C007333,2026-02,Prime,16,0,0
C007334,2026-02,Prime,35,2383,0
C007335,2026-02,Prime,1,1579,0
C007336,2026-02,Prime,18,1205,0
C007337,2026-02,Prime,69,1868,0
C007338,2026-02,Prime,1,1667,1
C007339,2026-02,Prime,26,449,0
C007340,2026-02,Prime,24,1077,0
C007341,2026-02,Prime,30,1501,0
C007342,2026-02,Prime,18,1543,0
C007343,2026-02,Prime,20,1858,0
C007344,2026-02,Prime,34,1663,0
C007345,2026-02,Prime,31,1224,0
C007346,2026-02,Prime,62,2039,0
C007347,2026-02,Prime,34,2499,0
C007348,2026-02,Prime,7,2045,0
C007349,2026-02,Prime,1,1998,0
C007350,2026-02,Prime,37,1198,0
C007351,2026-02,Prime,30,1679,0
C007352,2026-02,Prime,27,1531,0
C007353,2026-02,Prime,47,905,0
C007354,2026-02,Prime,43,1732,0
C007355,2026-02,Prime,24,1233,0
C007356,2026-02,Prime,40,1093,0
C007357,2026-02,Prime,60,1378,0
C007358,2026-02,Prime,4,0,0
C007359,2026-02,Prime,31,1531,0
C007360,2026-02,Prime,14,731,0
C007361,2026-02,Prime,25,2119,0
C007362,2026-02,Prime,1,1472,0
C007363,2026-02,Prime,1,0,0
C007364,2026-02,Prime,21,2166,0
C007365,2026-02,Prime,29,1318,0
C007366,2026-02,Prime,61,1090,0
C007367,2026-02,Prime,1,1850,0
C007368,2026-02,Prime,13,1108,0
C007369,2026-02,Prime,9,933,0
C007370,2026-02,Prime,22,1843,0
C007371,2026-02,Prime,15,1444,0
C007372,2026-02,Prime,16,1253,0
C007373,2026-02,Prime,55,0,0
C007374,2026-02,Prime,44,2366,0
C007375,2026-02,Prime,17,480,0
C007376,2026-02,Prime,15,0,0
C007377,2026-02,Prime,22,3898,0
C007378,2026-02,Prime,22,1325,0
C007379,2026-02,Prime,30,791,0
C007380,2026-02,Prime,1,625,0
C007381,2026-02,Prime,30,961,0
C007382,2026-02,Prime,41,0,0
C007383,2026-02,Prime,1,920,0
C007384,2026-02,Prime,57,1178,0
C007385,2026-02,Prime,39,2548,0
C007386,2026-02,Prime,35,186,0
C007387,2026-02,Prime,25,2105,0
C007388,2026-02,Prime,19,1208,0
C007389,2026-02,Prime,32,2279,0
C007390,2026-02,Prime,15,2763,0
C007391,2026-02,Prime,40,1799,0
C007392,2026-02,Prime,28,1985,0
C007393,2026-02,Prime,26,1345,0
C007394,2026-02,Prime,33,587,0
C007395,2026-02,Prime,1,2224,0
C007396,2026-02,Prime,37,25,0
C007397,2026-02,Prime,53,1868,0
C007398,2026-02,Prime,34,1564,0
C007399,2026-02,Prime,42,0,0
C007400,2026-02,Prime,9,1293,0
C007401,2026-02,Prime,30,1759,0
C007402,2026-02,Prime,14,1737,0
C007403,2026-02,Prime,1,1499,0
C007404,2026-02,Prime,44,371,0
C007405,2026-02,Prime,26,2993,0
C007406,2026-02,Prime,39,258,0
C007407,2026-02,Prime,65,1241,0
C007408,2026-02,Prime,30,323,0
C007409,2026-02,Prime,40,3037,0
C007410,2026-02,Prime,1,2070,0
C007411,2026-02,Prime,29,1912,0
C007412,2026-02,Prime,20,1660,0
C007413,2026-02,Prime,35,1030,0
C007414,2026-02,Prime,28,1358,0
C007415,2026-02,Prime,6,1678,0
C007416,2026-02,Prime,24,2507,0
C007417,2026-02,Prime,13,784,0
C007418,2026-02,Prime,48,710,0
C007419,2026-02,Prime,41,2083,0
C007420,2026-02,Prime,1,1561,0
C007421,2026-02,Prime,51,609,0
C007422,2026-02,Prime,1,1054,0
C007423,2026-02,Prime,37,1207,0
C007424,2026-02,Prime,29,2428,0
C007425,2026-02,Prime,24,949,0
C007426,2026-02,Prime,28,1056,0
C007427,2026-02,Prime,4,2814,0
C007428,2026-02,Prime,32,2055,1
C007429,2026-02,Prime,44,1517,0
C007430,2026-02,Prime,40,1714,0
C007431,2026-02,Prime,47,1956,0
C007432,2026-02,Prime,30,1587,0
C007433,2026-02,Prime,1,783,0
C007434,2026-02,Prime,41,3008,0
C007435,2026-02,Prime,1,1765,0
C007436,2026-02,Prime,39,1181,0
C007437,2026-02,Prime,28,1181,0
C007438,2026-02,Prime,10,2589,0
C007439,2026-02,Prime,23,2537,0
C007440,2026-02,Prime,36,1882,0
C007441,2026-02,Prime,15,334,0
C007442,2026-02,Prime,47,1129,0
C007443,2026-02,Prime,34,1333,0
C007444,2026-02,Prime,37,1594,0
C007445,2026-02,Prime,28,1271,0
C007446,2026-02,Prime,51,1401,0
C007447,2026-02,Prime,10,1902,0
C007448,2026-02,Prime,24,564,0
C007449,2026-02,Prime,22,516,0
C007450,2026-02,Prime,45,1416,0
C007451,2026-02,Prime,11,1435,0
C007452,2026-02,Prime,17,1192,0
C007453,2026-02,Prime,20,1589,0
C007454,2026-02,Prime,47,1481,0
C007455,2026-02,Prime,24,1576,0
C007456,2026-02,Prime,12,712,0
C007457,2026-02,Prime,11,682,0
C007458,2026-02,Prime,18,2024,0
C007459,2026-02,Prime,18,1597,0
C007460,2026-02,Prime,1,1287,0
C007461,2026-02,Prime,29,2471,0
C007462,2026-02,Prime,19,88,0
C007463,2026-02,Prime,20,1383,0
C007464,2026-02,Prime,1,2536,0
C007465,2026-02,Prime,39,0,0
C007466,2026-02,Prime,2,461,0
C007467,2026-02,Prime,31,1469,0
C007468,2026-02,Prime,71,1418,0
C007469,2026-02,Prime,9,611,0
C007470,2026-02,Prime,24,1653,0
C007471,2026-02,Prime,18,2368,0
C007472,2026-02,Prime,43,1990,0
C007473,2026-02,Prime,41,1769,0
C007474,2026-02,Prime,15,2394,0
C007475,2026-02,Prime,38,1324,0
C007476,2026-02,Prime,52,652,0
C007477,2026-02,Prime,25,561,0
C007478,2026-02,Prime,19,1353,0
C007479,2026-02,Prime,85,1368,0
C007480,2026-02,Prime,14,1626,0
C007481,2026-02,Prime,34,1420,0
C007482,2026-02,Prime,1,1707,0
C007483,2026-02,Prime,19,1555,0
C007484,2026-02,Prime,13,459,0
C007485,2026-02,Prime,50,633,0
C007486,2026-02,Prime,29,2969,0
C007487,2026-02,Prime,34,1343,0
C007488,2026-02,Prime,1,711,0
C007489,2026-02,Prime,54,2634,0
C007490,2026-02,Prime,24,2159,0
C007491,2026-02,Prime,27,1227,0
C007492,2026-02,Prime,48,1699,0
C007493,2026-02,Prime,37,1755,0
C007494,2026-02,Prime,23,915,0
C007495,2026-02,Prime,21,2699,0
C007496,2026-02,Prime,15,819,0
C007497,2026-02,Prime,42,1131,0
C007498,2026-02,Prime,32,868,0
C007499,2026-02,Prime,31,914,0
C007500,2026-02,Prime,4,2922,0
C007501,2026-02,Prime,6,3664,0
C007502,2026-02,Prime,39,2194,0
C007503,2026-02,Prime,16,1244,0
C007504,2026-02,Prime,12,1114,0
C007505,2026-02,Prime,67,838,0
C007506,2026-02,Prime,39,1308,0
C007507,2026-02,Prime,1,817,0
C007508,2026-02,Prime,25,1650,0
C007509,2026-02,Prime,36,1588,0
C007510,2026-02,Prime,64,1549,0
C007511,2026-02,Prime,41,1866,0
C007512,2026-02,Prime,22,2192,0
C007513,2026-02,Prime,28,802,0
C007514,2026-02,Prime,70,1444,0
C007515,2026-02,Prime,13,2342,0
C007516,2026-02,Prime,43,1449,0
C007517,2026-02,Prime,41,705,0
C007518,2026-02,Prime,1,1908,0
C007519,2026-02,Prime,24,818,0
C007520,2026-02,Prime,55,862,0
C007521,2026-02,Prime,30,2319,0
C007522,2026-02,Prime,1,1011,0
C007523,2026-02,Prime,36,2086,0
C007524,2026-02,Prime,6,1222,0
C007525,2026-02,Prime,30,1909,0
C007526,2026-02,Prime,8,1484,0
C007527,2026-02,Prime,27,717,0
C007528,2026-02,Prime,52,1203,0
C007529,2026-02,Prime,55,1517,0
C007530,2026-02,Prime,47,799,1
C007531,2026-02,Prime,23,1118,0
C007532,2026-02,Prime,19,1428,0
C007533,2026-02,Prime,6,1696,0
C007534,2026-02,Prime,1,2040,0
C007535,2026-02,Prime,14,1661,0
C007536,2026-02,Prime,24,829,0
C007537,2026-02,Prime,9,1773,0
C007538,2026-02,Prime,21,1485,0
C007539,2026-02,Prime,68,1568,0
C007540,2026-02,Prime,30,1682,0
C007541,2026-02,Prime,38,2091,0
C007542,2026-02,Prime,20,919,0
C007543,2026-02,Prime,24,1100,0
C007544,2026-02,Prime,64,1195,0
C007545,2026-02,Prime,36,423,0
C007546,2026-02,Prime,35,1157,0
C007547,2026-02,Prime,54,1099,0
C007548,2026-02,Prime,22,486,0
C007549,2026-02,Prime,8,2301,0
C007550,2026-02,Prime,8,1801,0
C007551,2026-02,Prime,34,800,0
C007552,2026-02,Prime,41,1362,0
C007553,2026-02,Prime,19,605,0
C007554,2026-02,Prime,16,1673,0
C007555,2026-02,Prime,22,1496,0
C007556,2026-02,Prime,6,2517,0
C007557,2026-02,Prime,20,2485,0
C007558,2026-02,Prime,24,256,0
C007559,2026-02,Prime,50,1188,0
C007560,2026-02,Prime,15,1487,0
C007561,2026-02,Prime,37,2054,0
C007562,2026-02,Prime,27,713,0
C007563,2026-02,Prime,33,485,0
C007564,2026-02,Prime,21,1348,0
C007565,2026-02,Prime,16,1607,0
C007566,2026-02,Prime,33,876,0
C007567,2026-02,Prime,45,1391,0
C007568,2026-02,Prime,39,2127,0
C007569,2026-02,Prime,45,1103,0
C007570,2026-02,Prime,33,1625,0
C007571,2026-02,Prime,5,9,0
C007572,2026-02,Prime,23,1401,0
C007573,2026-02,Prime,6,2546,1
C007574,2026-02,Prime,25,1260,0
C007575,2026-02,Prime,41,1357,1
C007576,2026-02,Prime,33,869,0
C007577,2026-02,Prime,15,764,0
C007578,2026-02,Prime,33,117,0
C007579,2026-02,Prime,3,2381,0
C007580,2026-02,Prime,58,2138,0
C007581,2026-02,Prime,21,1035,0
C007582,2026-02,Prime,31,2035,0
C007583,2026-02,Prime,21,914,0
C007584,2026-02,Prime,58,960,0
C007585,2026-02,Prime,52,1892,0
C007586,2026-02,Prime,23,1919,0
C007587,2026-02,Prime,18,1539,0
C007588,2026-02,Prime,9,0,1
C007589,2026-02,Prime,73,2402,0
C007590,2026-02,Prime,38,2156,0
C007591,2026-02,Prime,13,1608,0
C007592,2026-02,Prime,13,1848,0
C007593,2026-02,Prime,18,1030,0
C007594,2026-02,Prime,2,1246,0
C007595,2026-02,Prime,37,368,0
C007596,2026-02,Prime,55,2207,0
C007597,2026-02,Prime,40,912,0
C007598,2026-02,Prime,16,1814,0
C007599,2026-02,Prime,21,313,0
C007600,2026-02,Prime,36,3113,0
C007601,2026-02,Prime,18,292,0
C007602,2026-02,Prime,32,864,0
C007603,2026-02,Prime,7,2575,0
C007604,2026-02,Prime,80,1653,0
C007605,2026-02,Prime,40,1179,0
C007606,2026-02,Prime,22,2053,0
C007607,2026-02,Prime,75,0,0
C007608,2026-02,Prime,21,452,0
C007609,2026-02,Prime,35,1012,0
C007610,2026-02,Prime,34,1934,0
C007611,2026-02,Prime,1,2103,0
C007612,2026-02,Prime,8,1945,0
C007613,2026-02,Prime,44,1329,0
C007614,2026-02,Prime,52,1428,0
C007615,2026-02,Prime,39,1239,0
C007616,2026-02,Prime,24,3443,1
C007617,2026-02,Prime,14,248,0
C007618,2026-02,Prime,20,1404,0
C007619,2026-02,Prime,68,1475,0
C007620,2026-02,Prime,47,218,0
C007621,2026-02,Prime,61,1655,0
C007622,2026-02,Prime,31,810,0
C007623,2026-02,Prime,1,1465,0
C007624,2026-02,Prime,46,74,0
C007625,2026-02,Prime,53,165,0
C007626,2026-02,Prime,48,1423,1
C007627,2026-02,Prime,38,1436,0
C007628,2026-02,Prime,10,0,0
C007629,2026-02,Prime,41,1101,0
C007630,2026-02,Prime,18,2145,0
C007631,2026-02,Prime,8,1870,0
C007632,2026-02,Prime,21,2359,0
C007633,2026-02,Prime,12,2910,0
C007634,2026-02,Prime,15,1669,0
C007635,2026-02,Prime,7,1326,0
C007636,2026-02,Prime,21,1921,0
C007637,2026-02,Prime,1,1811,0
C007638,2026-02,Prime,5,2573,0
C007639,2026-02,Prime,9,2181,0
C007640,2026-02,Prime,13,2014,0
C007641,2026-02,Prime,18,1819,0
C007642,2026-02,Prime,24,1883,0
C007643,2026-02,Prime,1,2088,0
C007644,2026-02,Prime,34,1226,0
C007645,2026-02,Prime,51,2161,0
C007646,2026-02,Prime,32,1236,0
C007647,2026-02,Prime,17,1513,0
C007648,2026-02,Prime,13,1196,0
C007649,2026-02,Prime,30,1263,0
C007650,2026-02,Prime,35,0,0
C007651,2026-02,Prime,43,1652,0
C007652,2026-02,Prime,50,1357,0
C007653,2026-02,Prime,28,1192,0
C007654,2026-02,Prime,1,1118,0
C007655,2026-02,Prime,53,3161,0
C007656,2026-02,Prime,46,2256,0
C007657,2026-02,Prime,33,531,0
C007658,2026-02,Prime,23,2288,0
C007659,2026-02,Prime,65,666,0
C007660,2026-02,Prime,39,1693,0
C007661,2026-02,Prime,17,3125,0
C007662,2026-02,Prime,11,1661,0
C007663,2026-02,Prime,15,804,0
C007664,2026-02,Prime,25,952,0
C007665,2026-02,Prime,49,1142,0
C007666,2026-02,Prime,12,262,0
C007667,2026-02,Prime,11,701,0
C007668,2026-02,Prime,36,2338,0
C007669,2026-02,Prime,17,657,0
C007670,2026-02,Prime,5,506,0
C007671,2026-02,Prime,14,2958,0
C007672,2026-02,Prime,48,1993,0
C007673,2026-02,Prime,37,230,0
C007674,2026-02,Prime,29,2947,0
C007675,2026-02,Prime,1,1422,0
C007676,2026-02,Prime,36,626,0
C007677,2026-02,Prime,35,1602,0
C007678,2026-02,Prime,34,0,0
C007679,2026-02,Prime,9,1845,0
C007680,2026-02,Prime,23,2041,0
C007681,2026-02,Prime,38,990,0
C007682,2026-02,Prime,21,348,0
C007683,2026-02,Prime,54,926,0
C007684,2026-02,Prime,21,955,0
C007685,2026-02,Prime,27,1486,0
C007686,2026-02,Prime,24,1860,0
C007687,2026-02,Prime,53,1785,0
C007688,2026-02,Prime,40,1795,0
C007689,2026-02,Prime,12,763,0
C007690,2026-02,Prime,17,834,0
C007691,2026-02,Prime,31,2066,0
C007692,2026-02,Prime,1,1120,0
C007693,2026-02,Prime,32,2518,0
C007694,2026-02,Prime,8,2360,0
C007695,2026-02,Prime,6,1025,0
C007696,2026-02,Prime,13,419,0
C007697,2026-02,Prime,19,2086,0
C007698,2026-02,Prime,1,1281,0
C007699,2026-02,Prime,21,2377,0
C007700,2026-02,Prime,45,3368,0
C007701,2026-02,Prime,27,807,0
C007702,2026-02,Prime,46,2465,0
C007703,2026-02,Prime,49,1102,0
C007704,2026-02,Prime,1,2498,0
C007705,2026-02,Prime,3,1643,0
C007706,2026-02,Prime,1,947,0
C007707,2026-02,Prime,23,1976,0
C007708,2026-02,Prime,15,1457,0
C007709,2026-02,Prime,33,1429,0
C007710,2026-02,Prime,11,1738,0
C007711,2026-02,Prime,5,1060,0
C007712,2026-02,Prime,3,2561,0
C007713,2026-02,Prime,34,1939,0
C007714,2026-02,Prime,21,511,0
C007715,2026-02,Prime,28,1555,0
C007716,2026-02,Prime,17,1750,0
C007717,2026-02,Prime,18,810,0
C007718,2026-02,Prime,12,1658,0
C007719,2026-02,Prime,2,0,0
C007720,2026-02,Prime,31,2074,0
C007721,2026-02,Prime,56,1465,0
C007722,2026-02,Prime,1,2307,0
C007723,2026-02,Prime,33,448,0
C007724,2026-02,Prime,10,2655,0
C007725,2026-02,Prime,18,1728,0
C007726,2026-02,Prime,8,1677,0
C007727,2026-02,Prime,40,1739,0
C007728,2026-02,Prime,17,1138,0
C007729,2026-02,Prime,36,1206,0
C007730,2026-02,Prime,39,2318,0
C007731,2026-02,Prime,17,1747,0
C007732,2026-02,Prime,37,2018,0
C007733,2026-02,Prime,23,2259,0
C007734,2026-02,Prime,46,1871,0
C007735,2026-02,Prime,38,1417,0
C007736,2026-02,Prime,1,1543,0
C007737,2026-02,Prime,49,540,0
C007738,2026-02,Prime,27,785,0
C007739,2026-02,Prime,31,1402,0
C007740,2026-02,Prime,21,2370,0
C007741,2026-02,Prime,21,1703,0
C007742,2026-02,Prime,34,1563,0
C007743,2026-02,Prime,22,639,0
C007744,2026-02,Prime,13,1875,0
C007745,2026-02,Prime,46,3009,0
C007746,2026-02,Prime,17,1841,0
C007747,2026-02,Prime,10,0,0
C007748,2026-02,Prime,75,1432,0
C007749,2026-02,Prime,45,191,0
C007750,2026-02,Prime,40,2065,0
C007751,2026-02,Prime,9,1913,0
C007752,2026-02,Prime,32,1068,0
C007753,2026-02,Prime,47,1322,0
C007754,2026-02,Prime,27,772,0
C007755,2026-02,Prime,15,1554,0
C007756,2026-02,Prime,53,2598,0
C007757,2026-02,Prime,1,2523,0
C007758,2026-02,Prime,56,2580,0
C007759,2026-02,Prime,34,1194,0
C007760,2026-02,Prime,23,2569,0
C007761,2026-02,Prime,29,987,0
C007762,2026-02,Prime,14,1102,0
C007763,2026-02,Prime,56,1397,0
C007764,2026-02,Prime,12,1025,0
C007765,2026-02,Prime,33,2882,0
C007766,2026-02,Prime,43,757,0
C007767,2026-02,Prime,12,1760,0
C007768,2026-02,Prime,13,0,0
C007769,2026-02,Prime,16,781,0
C007770,2026-02,Prime,9,1792,0
C007771,2026-02,Prime,31,1656,0
C007772,2026-02,Prime,4,1151,0
C007773,2026-02,Prime,7,1452,0
C007774,2026-02,Prime,10,2261,0
C007775,2026-02,Prime,58,2100,0
C007776,2026-02,Prime,22,1447,0
C007777,2026-02,Prime,1,850,0
C007778,2026-02,Prime,36,1298,0
C007779,2026-02,Prime,32,2499,0
C007780,2026-02,Prime,18,1650,0
C007781,2026-02,Prime,54,726,0
C007782,2026-02,Prime,19,434,0
C007783,2026-02,Prime,43,1595,0
C007784,2026-02,Prime,19,2147,0
C007785,2026-02,Prime,42,1034,0
C007786,2026-02,Prime,43,2242,0
C007787,2026-02,Prime,30,1211,0
C007788,2026-02,Prime,24,1351,0
C007789,2026-02,Prime,8,784,0
C007790,2026-02,Prime,37,1119,0
C007791,2026-02,Prime,46,1166,0
C007792,2026-02,Prime,41,1291,0
C007793,2026-02,Prime,30,1742,0
